Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost	Best_AIC	Best_BIC
Successful	GCF_901543475.1_42290_D02	Hydrogen bonds	7.14415441129373	0.195081899765873	6.51949553071181	-210.35533884995	-232.817128750404	-371.96228778471	-205.165099149681	-225.0317692	-361.581808384172	4.86094783709799e-218	1.13988068647045e-16	2.26300213996446e-107	AIC_Exponential	BIC_Exponential
Successful	GCF_901543605.1_42731_D02	Hydrogen bonds	7.15391524804211	0.189387633122477	6.52929923582366	-206.979555313017	-228.447265829291	-372.435095419498	-201.789315612748	-220.661906278888	-362.05461601896	4.98245387345293e-218	3.49801902787516e-17	8.77538141303732e-109	AIC_Exponential	BIC_Exponential
Successful	GCF_901543615.1_42731_E02	Hydrogen bonds	7.20765097969085	0.189347466999492	6.58262553457497	-207.278659066784	-228.119600890762	-374.41259969449	-202.088419366515	-220.334241340358	-364.032120293951	9.32769206769834e-219	2.04582574517177e-17	1.62269201619671e-109	AIC_Exponential	BIC_Exponential
Successful	GCF_901543625.1_42685_E01	Hydrogen bonds	7.27098787350654	0.181199670777108	6.58053559254844	-183.813536974581	-212.131657945055	-367.849040600369	-178.623297274312	-204.346298394651	-357.468561199831	1.80010936521131e-217	8.8960502914609e-20	2.50180079355287e-110	AIC_Exponential	BIC_Exponential
Successful	GCF_901543725.1_42731_A01	Hydrogen bonds	7.21197887582619	0.187359378582822	6.58606092673851	-205.450242259127	-227.629907329939	-372.51244757591	-200.260002558857	-219.844547779535	-362.131968175372	2.54731672557906e-218	2.11545813664758e-17	1.38125369901853e-109	AIC_Exponential	BIC_Exponential
Successful	GCF_901543995.1_42880_D01	Hydrogen bonds	7.21118761250614	0.183026459253304	6.59827358352033	-206.857510089621	-228.177176620088	-375.523114998409	-201.667270389352	-220.391817069685	-365.142635597871	8.19752722067333e-219	1.27883449750348e-17	3.4702383219924e-111	AIC_Exponential	BIC_Exponential
Successful	GCF_901544215.1_42880_F01	Hydrogen bonds	7.21033482444548	0.180175019071511	6.60390260820889	-206.664555564248	-230.468913679459	-374.437660626792	-201.474315863979	-222.683554129055	-364.057181226254	1.74455492099303e-218	1.71083509216606e-17	1.33368354547795e-111	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_901544385.1_42912_F01	Hydrogen bonds	7.23417558962369	NA	6.73581847649919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_901553725.1_42197_D01	Hydrogen bonds	7.15153320415692	0.160950428216848	6.66523283170098	-240.986669091284	-264.996897975038	-432.136297212568	-235.796429391015	-257.211538424634	-421.75581781203	1.4522001858222e-229	8.63556265005255e-21	6.50820683757754e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_901553735.1_41965_D01	Hydrogen bonds	7.11789688900119	0.187318446503989	6.54356614268392	-221.861772972001	-244.914780384571	-383.585835042604	-216.671533271732	-237.129420834168	-373.205355642065	4.14759488430295e-220	1.11439251792721e-16	2.27327610487371e-111	AIC_Exponential	BIC_Exponential
Successful	GCF_901553755.1_41851_D01	Hydrogen bonds	7.11754976580073	0.188007175274603	6.54236776634072	-222.667187783341	-245.867933217728	-387.023603489989	-217.476948083072	-238.082573667325	-376.643124089451	7.49437547234745e-221	4.92269372156034e-17	6.20402678436399e-112	AIC_Exponential	BIC_Exponential
