Organism	Operon_ID	ORF_position_within_operon	HBs_per_codon
Escherichia_coli_str_k_12_substr_mg1655	Operon_138	4	7.611111111111111
Escherichia_coli_str_k_12_substr_mg1655	Operon_138	5	7.563265306122449
Escherichia_coli_str_k_12_substr_mg1655	Operon_138	6	7.600631412786109
Escherichia_coli_str_k_12_substr_mg1655	Operon_146	1	7.581460674157303
Escherichia_coli_str_k_12_substr_mg1655	Operon_146	2	7.56140350877193
Escherichia_coli_str_k_12_substr_mg1655	Operon_149	1	7.5174825174825175
Escherichia_coli_str_k_12_substr_mg1655	Operon_149	2	7.572519083969466
Escherichia_coli_str_k_12_substr_mg1655	Operon_150	1	7.610328638497653
Escherichia_coli_str_k_12_substr_mg1655	Operon_150	2	7.656626506024097
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	1	7.568181818181818
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	2	7.560402684563758
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	3	7.6519114688128775
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	4	7.747826086956522
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	5	7.7534246575342465
Escherichia_coli_str_k_12_substr_mg1655	Operon_152	6	7.419354838709677
Escherichia_coli_str_k_12_substr_mg1655	Operon_157	1	7.377537212449256
Escherichia_coli_str_k_12_substr_mg1655	Operon_157	2	7.248888888888889
Escherichia_coli_str_k_12_substr_mg1655	Operon_159	1	7.6849894291754755
Escherichia_coli_str_k_12_substr_mg1655	Operon_159	2	7.706792199058507
Escherichia_coli_str_k_12_substr_mg1655	Operon_162	1	7.58256880733945
Escherichia_coli_str_k_12_substr_mg1655	Operon_162	2	7.559670781893004
Escherichia_coli_str_k_12_substr_mg1655	Operon_169	1	7.590062111801243
Escherichia_coli_str_k_12_substr_mg1655	Operon_169	2	7.595907928388747
Escherichia_coli_str_k_12_substr_mg1655	Operon_173	1	7.514285714285714
Escherichia_coli_str_k_12_substr_mg1655	Operon_173	2	7.607751937984496
Escherichia_coli_str_k_12_substr_mg1655	Operon_173	3	7.5477031802120145
Escherichia_coli_str_k_12_substr_mg1655	Operon_173	4	7.632286995515695
Escherichia_coli_str_k_12_substr_mg1655	Operon_183	1	7.679180887372014
Escherichia_coli_str_k_12_substr_mg1655	Operon_183	2	7.704819277108434
Escherichia_coli_str_k_12_substr_mg1655	Operon_184	1	7.554285714285714
Escherichia_coli_str_k_12_substr_mg1655	Operon_184	2	7.666666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_190	1	7.630208333333333
Escherichia_coli_str_k_12_substr_mg1655	Operon_190	2	7.50761421319797
Escherichia_coli_str_k_12_substr_mg1655	Operon_190	3	7.636363636363637
Escherichia_coli_str_k_12_substr_mg1655	Operon_190	4	7.621502209131075
Escherichia_coli_str_k_12_substr_mg1655	Operon_192	1	7.436813186813187
Escherichia_coli_str_k_12_substr_mg1655	Operon_192	2	7.427890345649582
Escherichia_coli_str_k_12_substr_mg1655	Operon_192	3	7.327586206896552
Escherichia_coli_str_k_12_substr_mg1655	Operon_192	4	7.3538461538461535
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	1	7.512820512820513
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	2	7.481060606060606
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	3	7.541044776119403
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	4	7.320754716981132
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	5	7.560975609756097
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	6	7.698701298701299
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	7	7.708333333333333
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	8	7.746268656716418
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	9	7.518987341772152
Escherichia_coli_str_k_12_substr_mg1655	Operon_193	10	7.65807962529274
Escherichia_coli_str_k_12_substr_mg1655	Operon_195	1	7.316129032258065
Escherichia_coli_str_k_12_substr_mg1655	Operon_195	2	7.428571428571429
Escherichia_coli_str_k_12_substr_mg1655	Operon_197	1	7.53932584269663
Escherichia_coli_str_k_12_substr_mg1655	Operon_197	2	7.587548638132295
Escherichia_coli_str_k_12_substr_mg1655	Operon_197	3	7.585858585858586
Escherichia_coli_str_k_12_substr_mg1655	Operon_197	4	7.612565445026178
Escherichia_coli_str_k_12_substr_mg1655	Operon_198	1	6.954545454545454
Escherichia_coli_str_k_12_substr_mg1655	Operon_198	2	7.066666666666666
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	1	7.26517571884984
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	2	7.390909090909091
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	3	7.495495495495495
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	4	7.449131513647643
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	5	7.593464052287581
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	6	7.576923076923077
Escherichia_coli_str_k_12_substr_mg1655	Operon_200	7	7.602197802197802
Escherichia_coli_str_k_12_substr_mg1655	Operon_201	1	7.518018018018018
Escherichia_coli_str_k_12_substr_mg1655	Operon_201	2	7.7070938215102975
Escherichia_coli_str_k_12_substr_mg1655	Operon_204	1	7.34453781512605
Escherichia_coli_str_k_12_substr_mg1655	Operon_204	2	7.557377049180328
Escherichia_coli_str_k_12_substr_mg1655	Operon_205	1	7.5349544072948325
Escherichia_coli_str_k_12_substr_mg1655	Operon_205	2	7.465648854961832
Escherichia_coli_str_k_12_substr_mg1655	Operon_207	1	7.6171875
Escherichia_coli_str_k_12_substr_mg1655	Operon_207	2	7.520361990950226
Escherichia_coli_str_k_12_substr_mg1655	Operon_210	1	7.628450106157112
Escherichia_coli_str_k_12_substr_mg1655	Operon_210	2	7.610887096774194
Escherichia_coli_str_k_12_substr_mg1655	Operon_220	1	7.633928571428571
Escherichia_coli_str_k_12_substr_mg1655	Operon_220	2	7.557422969187675
Escherichia_coli_str_k_12_substr_mg1655	Operon_221	1	7.489539748953975
Escherichia_coli_str_k_12_substr_mg1655	Operon_221	2	7.366666666666666
Escherichia_coli_str_k_12_substr_mg1655	Operon_221	3	7.63627546071775
Escherichia_coli_str_k_12_substr_mg1655	Operon_221	4	7.551829268292683
Escherichia_coli_str_k_12_substr_mg1655	Operon_231	1	7.657786885245901
Escherichia_coli_str_k_12_substr_mg1655	Operon_231	2	7.618811881188119
Escherichia_coli_str_k_12_substr_mg1655	Operon_231	3	7.617161716171617
Escherichia_coli_str_k_12_substr_mg1655	Operon_234	1	7.528455284552845
Escherichia_coli_str_k_12_substr_mg1655	Operon_234	2	7.572992700729927
Escherichia_coli_str_k_12_substr_mg1655	Operon_238	1	7.512635379061372
Escherichia_coli_str_k_12_substr_mg1655	Operon_238	2	7.276190476190476
Escherichia_coli_str_k_12_substr_mg1655	Operon_240	1	7.197183098591549
Escherichia_coli_str_k_12_substr_mg1655	Operon_240	2	7.16
Escherichia_coli_str_k_12_substr_mg1655	Operon_240	3	7.266423357664234
Escherichia_coli_str_k_12_substr_mg1655	Operon_240	4	7.652317880794702
Escherichia_coli_str_k_12_substr_mg1655	Operon_240	5	7.590163934426229
Escherichia_coli_str_k_12_substr_mg1655	Operon_248	1	7.446808510638298
Escherichia_coli_str_k_12_substr_mg1655	Operon_248	2	7.695652173913044
Escherichia_coli_str_k_12_substr_mg1655	Operon_248	3	7.61340206185567
Escherichia_coli_str_k_12_substr_mg1655	Operon_248	4	7.606973058637084
Escherichia_coli_str_k_12_substr_mg1655	Operon_249	1	7.514285714285714
Escherichia_coli_str_k_12_substr_mg1655	Operon_249	2	7.515463917525773
Escherichia_coli_str_k_12_substr_mg1655	Operon_251	1	7.591111111111111
Escherichia_coli_str_k_12_substr_mg1655	Operon_251	2	7.55
Escherichia_coli_str_k_12_substr_mg1655	Operon_252	1	7.557251908396947
Escherichia_coli_str_k_12_substr_mg1655	Operon_252	2	7.596273291925466
Escherichia_coli_str_k_12_substr_mg1655	Operon_256	1	7.483739837398374
Escherichia_coli_str_k_12_substr_mg1655	Operon_256	2	7.692144373673036
Escherichia_coli_str_k_12_substr_mg1655	Operon_259	1	7.5398550724637685
Escherichia_coli_str_k_12_substr_mg1655	Operon_259	2	7.639175257731959
Escherichia_coli_str_k_12_substr_mg1655	Operon_272	1	7.51931330472103
Escherichia_coli_str_k_12_substr_mg1655	Operon_272	2	7.604743083003952
Escherichia_coli_str_k_12_substr_mg1655	Operon_272	3	7.584269662921348
Escherichia_coli_str_k_12_substr_mg1655	Operon_276	1	7.7
Escherichia_coli_str_k_12_substr_mg1655	Operon_276	2	7.726495726495727
Escherichia_coli_str_k_12_substr_mg1655	Operon_276	3	7.666666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_276	4	7.637037037037037
Escherichia_coli_str_k_12_substr_mg1655	Operon_276	5	7.6035911602209945
Escherichia_coli_str_k_12_substr_mg1655	Operon_281	1	7.321167883211679
Escherichia_coli_str_k_12_substr_mg1655	Operon_281	2	7.506024096385542
Escherichia_coli_str_k_12_substr_mg1655	Operon_281	3	7.7177700348432055
Escherichia_coli_str_k_12_substr_mg1655	Operon_281	4	7.597765363128492
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	1	7.589928057553957
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	2	7.531914893617022
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	3	7.6025236593059935
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	4	7.594262295081967
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	5	7.6440677966101696
Escherichia_coli_str_k_12_substr_mg1655	Operon_292	6	7.656626506024097
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	1	7.27027027027027
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	2	7.494600431965443
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	3	7.528169014084507
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	4	7.698757763975156
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	5	7.4411764705882355
Escherichia_coli_str_k_12_substr_mg1655	Operon_300	6	7.508403361344538
Escherichia_coli_str_k_12_substr_mg1655	Operon_301	1	7.544117647058823
Escherichia_coli_str_k_12_substr_mg1655	Operon_301	2	7.569587628865979
Escherichia_coli_str_k_12_substr_mg1655	Operon_301	3	7.533333333333333
Escherichia_coli_str_k_12_substr_mg1655	Operon_306	1	7.594320486815416
Escherichia_coli_str_k_12_substr_mg1655	Operon_306	2	7.480916030534351
Escherichia_coli_str_k_12_substr_mg1655	Operon_306	3	7.617469879518072
Escherichia_coli_str_k_12_substr_mg1655	Operon_306	4	7.648951048951049
Escherichia_coli_str_k_12_substr_mg1655	Operon_312	1	7.533333333333333
Escherichia_coli_str_k_12_substr_mg1655	Operon_312	2	7.606334841628959
Escherichia_coli_str_k_12_substr_mg1655	Operon_312	3	7.786259541984733
Escherichia_coli_str_k_12_substr_mg1655	Operon_312	4	7.648379052369077
Escherichia_coli_str_k_12_substr_mg1655	Operon_313	1	7.638356164383562
Escherichia_coli_str_k_12_substr_mg1655	Operon_313	2	7.576923076923077
Escherichia_coli_str_k_12_substr_mg1655	Operon_313	3	7.6784968684759916
Escherichia_coli_str_k_12_substr_mg1655	Operon_321	1	7.591973244147157
Escherichia_coli_str_k_12_substr_mg1655	Operon_321	2	7.451476793248945
Escherichia_coli_str_k_12_substr_mg1655	Operon_321	3	7.698961937716263
Escherichia_coli_str_k_12_substr_mg1655	Operon_322	1	7.605442176870748
Escherichia_coli_str_k_12_substr_mg1655	Operon_322	2	7.592885375494071
Escherichia_coli_str_k_12_substr_mg1655	Operon_325	1	7.5859375
Escherichia_coli_str_k_12_substr_mg1655	Operon_325	2	7.644171779141105
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	1	7.576754385964913
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	2	7.469248291571754
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	3	7.466809421841542
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	4	7.588296760710554
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	5	7.634615384615385
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	6	7.5801354401805865
Escherichia_coli_str_k_12_substr_mg1655	Operon_326	7	7.566311713455954
Escherichia_coli_str_k_12_substr_mg1655	Operon_328	1	7.5136186770428015
Escherichia_coli_str_k_12_substr_mg1655	Operon_328	2	7.5664206642066425
Escherichia_coli_str_k_12_substr_mg1655	Operon_329	1	7.472668810289389
Escherichia_coli_str_k_12_substr_mg1655	Operon_329	2	7.584415584415584
Escherichia_coli_str_k_12_substr_mg1655	Operon_329	3	7.544554455445544
Escherichia_coli_str_k_12_substr_mg1655	Operon_329	4	7.609022556390977
Escherichia_coli_str_k_12_substr_mg1655	Operon_329	5	7.5
Escherichia_coli_str_k_12_substr_mg1655	Operon_331	1	7.5625
Escherichia_coli_str_k_12_substr_mg1655	Operon_331	2	7.610921501706485
Escherichia_coli_str_k_12_substr_mg1655	Operon_331	3	7.592689295039165
Escherichia_coli_str_k_12_substr_mg1655	Operon_335	1	7.590163934426229
Escherichia_coli_str_k_12_substr_mg1655	Operon_335	2	7.652317880794702
Escherichia_coli_str_k_12_substr_mg1655	Operon_344	1	6.950310559006211
Escherichia_coli_str_k_12_substr_mg1655	Operon_344	2	7.188888888888889
Escherichia_coli_str_k_12_substr_mg1655	Operon_348	1	7.487455197132617
Escherichia_coli_str_k_12_substr_mg1655	Operon_348	2	7.559055118110236
Escherichia_coli_str_k_12_substr_mg1655	Operon_354	1	7.579166666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_354	2	7.665829145728643
Escherichia_coli_str_k_12_substr_mg1655	Operon_357	1	7.495798319327731
Escherichia_coli_str_k_12_substr_mg1655	Operon_357	2	7.608695652173913
Escherichia_coli_str_k_12_substr_mg1655	Operon_359	1	7.480225988700565
Escherichia_coli_str_k_12_substr_mg1655	Operon_359	2	7.616822429906542
Escherichia_coli_str_k_12_substr_mg1655	Operon_360	1	7.585616438356165
Escherichia_coli_str_k_12_substr_mg1655	Operon_360	2	7.532075471698113
Escherichia_coli_str_k_12_substr_mg1655	Operon_361	1	7.624203821656051
Escherichia_coli_str_k_12_substr_mg1655	Operon_361	2	7.569148936170213
Escherichia_coli_str_k_12_substr_mg1655	Operon_361	3	7.580882352941177
Escherichia_coli_str_k_12_substr_mg1655	Operon_361	4	7.648148148148148
Escherichia_coli_str_k_12_substr_mg1655	Operon_361	5	7.608192341941229
Escherichia_coli_str_k_12_substr_mg1655	Operon_362	1	7.53478712357217
Escherichia_coli_str_k_12_substr_mg1655	Operon_362	2	7.636748518204911
Escherichia_coli_str_k_12_substr_mg1655	Operon_362	3	7.658456486042693
Escherichia_coli_str_k_12_substr_mg1655	Operon_368	1	7.635135135135135
Escherichia_coli_str_k_12_substr_mg1655	Operon_368	2	7.676616915422885
Escherichia_coli_str_k_12_substr_mg1655	Operon_370	1	7.473856209150327
Escherichia_coli_str_k_12_substr_mg1655	Operon_370	2	7.636363636363637
Escherichia_coli_str_k_12_substr_mg1655	Operon_370	3	7.566757493188011
Escherichia_coli_str_k_12_substr_mg1655	Operon_371	1	7.44672131147541
Escherichia_coli_str_k_12_substr_mg1655	Operon_371	2	7.468085106382978
Escherichia_coli_str_k_12_substr_mg1655	Operon_371	3	7.53276955602537
Escherichia_coli_str_k_12_substr_mg1655	Operon_371	4	7.635135135135135
Escherichia_coli_str_k_12_substr_mg1655	Operon_371	5	7.430523917995444
Escherichia_coli_str_k_12_substr_mg1655	Operon_372	1	7.472222222222222
Escherichia_coli_str_k_12_substr_mg1655	Operon_372	2	7.605744125326371
Escherichia_coli_str_k_12_substr_mg1655	Operon_374	1	7.649122807017544
Escherichia_coli_str_k_12_substr_mg1655	Operon_374	2	7.569767441860465
Escherichia_coli_str_k_12_substr_mg1655	Operon_379	1	7.572727272727272
Escherichia_coli_str_k_12_substr_mg1655	Operon_379	2	7.620689655172414
Escherichia_coli_str_k_12_substr_mg1655	Operon_379	3	7.58
Escherichia_coli_str_k_12_substr_mg1655	Operon_380	1	7.5676274944567625
Escherichia_coli_str_k_12_substr_mg1655	Operon_380	2	7.619686800894854
Escherichia_coli_str_k_12_substr_mg1655	Operon_380	3	7.597315436241611
Escherichia_coli_str_k_12_substr_mg1655	Operon_383	1	7.556776556776557
Escherichia_coli_str_k_12_substr_mg1655	Operon_383	2	7.510392609699769
Escherichia_coli_str_k_12_substr_mg1655	Operon_386	1	7.470588235294118
Escherichia_coli_str_k_12_substr_mg1655	Operon_386	2	7.490610328638498
Escherichia_coli_str_k_12_substr_mg1655	Operon_387	1	7.370229007633588
Escherichia_coli_str_k_12_substr_mg1655	Operon_387	2	7.515463917525773
Escherichia_coli_str_k_12_substr_mg1655	Operon_388	1	7.596412556053812
Escherichia_coli_str_k_12_substr_mg1655	Operon_388	2	7.6692307692307695
Escherichia_coli_str_k_12_substr_mg1655	Operon_388	3	7.668989547038327
Escherichia_coli_str_k_12_substr_mg1655	Operon_391	1	7.681666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_391	2	7.6812609457092815
Escherichia_coli_str_k_12_substr_mg1655	Operon_391	3	7.522448979591837
Escherichia_coli_str_k_12_substr_mg1655	Operon_395	1	7.590759075907591
Escherichia_coli_str_k_12_substr_mg1655	Operon_395	2	7.638655462184874
Escherichia_coli_str_k_12_substr_mg1655	Operon_395	3	7.574257425742574
Escherichia_coli_str_k_12_substr_mg1655	Operon_395	4	7.444444444444445
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	1	7.6125
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	2	7.565714285714286
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	3	7.641732283464567
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	4	7.6028708133971294
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	5	7.573684210526316
Escherichia_coli_str_k_12_substr_mg1655	Operon_397	6	7.561933534743202
Escherichia_coli_str_k_12_substr_mg1655	Operon_398	1	7.5516483516483515
Escherichia_coli_str_k_12_substr_mg1655	Operon_398	2	7.544401544401544
Escherichia_coli_str_k_12_substr_mg1655	Operon_398	3	7.605633802816901
Escherichia_coli_str_k_12_substr_mg1655	Operon_398	4	7.652956298200514
Escherichia_coli_str_k_12_substr_mg1655	Operon_398	5	7.590759075907591
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	1	7.720588235294118
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	2	7.745484400656815
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	3	7.753246753246753
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	4	7.707017543859649
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	5	7.668508287292818
