Position	Mean	Lower	Upper	Genome
39	7.55532617671346	7.51896160198183	7.59042113955409	GCF_000005845.2_ASM584v2
40	7.59867877786953	7.56273740710157	7.63294797687861	GCF_000005845.2_ASM584v2
41	7.58175061932287	7.54500412881916	7.61810487200661	GCF_000005845.2_ASM584v2
42	7.54913294797688	7.51113748967795	7.58381502890173	GCF_000005845.2_ASM584v2
43	7.55408753096614	7.51692815854666	7.58919281585467	GCF_000005845.2_ASM584v2
44	7.55491329479769	7.51855904211396	7.59084434351775	GCF_000005845.2_ASM584v2
45	7.57060280759703	7.53426919900908	7.60734929810074	GCF_000005845.2_ASM584v2
46	7.59744013212221	7.55860858794385	7.63378406275805	GCF_000005845.2_ASM584v2
47	7.55491329479769	7.51732039636664	7.59168042939719	GCF_000005845.2_ASM584v2
48	7.52312138728324	7.48264863748968	7.55904211395541	GCF_000005845.2_ASM584v2
49	7.58959537572254	7.55366432700248	7.63089388934765	GCF_000005845.2_ASM584v2
50	7.52601156069364	7.48800578034682	7.56606110652353	GCF_000005845.2_ASM584v2
51	7.56028075970273	7.52475227085054	7.59661436829067	GCF_000005845.2_ASM584v2
52	7.60693641618497	7.57018992568126	7.63998761354253	GCF_000005845.2_ASM584v2
53	7.556151940545	7.52352394715111	7.59042113955409	GCF_000005845.2_ASM584v2
54	7.61436829066887	7.57676507018993	7.65441783649876	GCF_000005845.2_ASM584v2
55	7.57142857142857	7.53425887696119	7.60817506193229	GCF_000005845.2_ASM584v2
56	7.55862923203964	7.52188274153592	7.59579892650702	GCF_000005845.2_ASM584v2
57	7.56110652353427	7.52393682906689	7.59703757225434	GCF_000005845.2_ASM584v2
58	7.56110652353427	7.52725020644096	7.59867877786953	GCF_000005845.2_ASM584v2
59	7.53715937241949	7.49833815028902	7.57392650701899	GCF_000005845.2_ASM584v2
60	7.54830718414533	7.51156069364162	7.58507431874484	GCF_000005845.2_ASM584v2
61	7.56729975227085	7.53220478943022	7.60569777043766	GCF_000005845.2_ASM584v2
62	7.56977704376548	7.53095582163501	7.60570809248555	GCF_000005845.2_ASM584v2
63	7.59950454170107	7.56398637489678	7.63543559042114	GCF_000005845.2_ASM584v2
64	7.56729975227085	7.53178158546656	7.60404624277457	GCF_000005845.2_ASM584v2
65	7.57803468208092	7.54376548307184	7.61560693641619	GCF_000005845.2_ASM584v2
66	7.58092485549133	7.54622213047069	7.61396573080099	GCF_000005845.2_ASM584v2
67	7.56440957886045	7.5280759702725	7.6003612716763	GCF_000005845.2_ASM584v2
68	7.56688687035508	7.53135838150289	7.60115606936416	GCF_000005845.2_ASM584v2
69	7.57431874483898	7.53797481420314	7.61024979355904	GCF_000005845.2_ASM584v2
70	7.58464079273328	7.54748142031379	7.62098472336912	GCF_000005845.2_ASM584v2
71	7.58505367464905	7.54704789430223	7.62223369116433	GCF_000005845.2_ASM584v2
72	7.60198183319571	7.56647398843931	7.63915152766309	GCF_000005845.2_ASM584v2
73	7.5784475639967	7.53922378199835	7.61519405450041	GCF_000005845.2_ASM584v2
74	7.58381502890173	7.54786333608588	7.61975639966969	GCF_000005845.2_ASM584v2
75	7.59661436829067	7.5606833195706	7.63212221304707	GCF_000005845.2_ASM584v2
76	7.57968620974401	7.54417836498761	7.61767134599505	GCF_000005845.2_ASM584v2
77	7.55904211395541	7.52393682906689	7.59372419488026	GCF_000005845.2_ASM584v2
78	7.60487200660611	7.56977704376548	7.63999793559042	GCF_000005845.2_ASM584v2
79	7.58422791081751	7.54788398018167	7.62017960363336	GCF_000005845.2_ASM584v2
80	7.54995871180842	7.51526630883567	7.58547687861272	GCF_000005845.2_ASM584v2
81	7.60115606936416	7.56687654830718	7.63419694467382	GCF_000005845.2_ASM584v2
82	7.57638315441784	7.5383980181668	7.61356317093311	GCF_000005845.2_ASM584v2
83	7.5635838150289	7.52599091659785	7.59826589595376	GCF_000005845.2_ASM584v2
84	7.59042113955409	7.5548926507019	7.62470066061107	GCF_000005845.2_ASM584v2
85	7.54541701073493	7.50784475639967	7.58093517753922	GCF_000005845.2_ASM584v2
86	7.57762180016515	7.54004954582989	7.61727910817506	GCF_000005845.2_ASM584v2
87	7.57597027250206	7.53922378199835	7.6123142031379	GCF_000005845.2_ASM584v2
88	7.56482246077622	7.52972749793559	7.60116639141206	GCF_000005845.2_ASM584v2
89	7.55945499587118	7.52641412056152	7.59537572254335	GCF_000005845.2_ASM584v2
90	7.57349298100743	7.53714905037159	7.60983691164327	GCF_000005845.2_ASM584v2
91	7.53509496284063	7.49916391412056	7.57064409578861	GCF_000005845.2_ASM584v2
92	7.56523534269199	7.52889141205615	7.60156895127993	GCF_000005845.2_ASM584v2
93	7.57349298100743	7.53549752270851	7.61107555739059	GCF_000005845.2_ASM584v2
94	7.56523534269199	7.52725020644096	7.60034062758051	GCF_000005845.2_ASM584v2
95	7.57886044591247	7.54169075144509	7.61643270024773	GCF_000005845.2_ASM584v2
96	7.5710156895128	7.53673616845582	7.60777250206441	GCF_000005845.2_ASM584v2
97	7.58546655656482	7.54912262592898	7.62221304706854	GCF_000005845.2_ASM584v2
98	7.58009909165979	7.54251651527663	7.6168559042114	GCF_000005845.2_ASM584v2
99	7.56647398843931	7.52930429397192	7.60405656482246	GCF_000005845.2_ASM584v2
100	7.59331131296449	7.55655450041288	7.62925268373245	GCF_000005845.2_ASM584v2
101	7.58753096614368	7.55284888521883	7.62304913294798	GCF_000005845.2_ASM584v2
102	7.58051197357556	7.54251651527663	7.61849710982659	GCF_000005845.2_ASM584v2
103	7.56110652353427	7.5251754748142	7.59417836498761	GCF_000005845.2_ASM584v2
104	7.58546655656482	7.55078447563997	7.62180016515277	GCF_000005845.2_ASM584v2
105	7.55780346820809	7.51856936416185	7.59331131296449	GCF_000005845.2_ASM584v2
106	7.5739058629232	7.53714905037159	7.61107555739059	GCF_000005845.2_ASM584v2
107	7.60693641618497	7.57308009909166	7.64657308009909	GCF_000005845.2_ASM584v2
108	7.53633360858794	7.49876135425268	7.57225433526012	GCF_000005845.2_ASM584v2
109	7.62551610239472	7.59124690338563	7.66102394715112	GCF_000005845.2_ASM584v2
110	7.57927332782824	7.54169075144509	7.61561725846408	GCF_000005845.2_ASM584v2
111	7.58794384805945	7.5532514450867	7.62634186622626	GCF_000005845.2_ASM584v2
112	7.63047068538398	7.59124690338563	7.66886870355078	GCF_000005845.2_ASM584v2
113	7.56729975227085	7.5326073492981	7.60404624277457	GCF_000005845.2_ASM584v2
114	7.58216350123865	7.54335260115607	7.6197460776218	GCF_000005845.2_ASM584v2
115	7.54376548307184	7.50824731626755	7.58258670520231	GCF_000005845.2_ASM584v2
116	7.57638315441784	7.53880057803468	7.61726878612717	GCF_000005845.2_ASM584v2
117	7.57308009909166	7.53509496284063	7.6094240297275	GCF_000005845.2_ASM584v2
118	7.5784475639967	7.54170107349298	7.61478117258464	GCF_000005845.2_ASM584v2
119	7.55408753096614	7.51691783649876	7.5871387283237	GCF_000005845.2_ASM584v2
120	7.5784475639967	7.54127786952931	7.6168455821635	GCF_000005845.2_ASM584v2
121	7.60115606936416	7.56274772914946	7.63917217175888	GCF_000005845.2_ASM584v2
122	7.62923203963666	7.59288810900083	7.66680429397192	GCF_000005845.2_ASM584v2
123	7.57184145334434	7.53137902559868	7.60859826589595	GCF_000005845.2_ASM584v2
124	7.56647398843931	7.52972749793559	7.60322047894302	GCF_000005845.2_ASM584v2
125	7.61023947151115	7.57551610239471	7.644921552436	GCF_000005845.2_ASM584v2
126	7.60363336085879	7.56728943022296	7.63956440957886	GCF_000005845.2_ASM584v2
127	7.57514450867052	7.53920313790256	7.61106523534269	GCF_000005845.2_ASM584v2
128	7.58629232039637	7.55202312138728	7.62346201486375	GCF_000005845.2_ASM584v2
129	7.56399669694467	7.52641412056152	7.60324112303881	GCF_000005845.2_ASM584v2
130	7.59661436829067	7.55944467382329	7.63047068538398	GCF_000005845.2_ASM584v2
131	7.56110652353427	7.52436003303055	7.59994838976053	GCF_000005845.2_ASM584v2
132	7.57638315441784	7.54046242774566	7.61190132122213	GCF_000005845.2_ASM584v2
133	7.56853839801817	7.53218414533443	7.60364368290669	GCF_000005845.2_ASM584v2
134	7.56275805119736	7.52477291494633	7.60034062758051	GCF_000005845.2_ASM584v2
135	7.56812551610239	7.52972749793559	7.60281791907514	GCF_000005845.2_ASM584v2
136	7.58670520231214	7.55161023947151	7.62675474814203	GCF_000005845.2_ASM584v2
137	7.59578860445912	7.55780346820809	7.63501238645747	GCF_000005845.2_ASM584v2
138	7.55450041288192	7.51691783649876	7.59042113955409	GCF_000005845.2_ASM584v2
139	7.56440957886045	7.52931461601982	7.59951486374897	GCF_000005845.2_ASM584v2
140	7.57514450867052	7.53508464079273	7.60984723369116	GCF_000005845.2_ASM584v2
141	7.59413707679604	7.55819570602808	7.62759083402147	GCF_000005845.2_ASM584v2
142	7.56317093311313	7.52725020644096	7.60115606936416	GCF_000005845.2_ASM584v2
143	7.57720891824938	7.54128819157721	7.6139554087531	GCF_000005845.2_ASM584v2
144	7.5784475639967	7.54251651527663	7.61643270024773	GCF_000005845.2_ASM584v2
145	7.58546655656482	7.54789430222956	7.62181048720066	GCF_000005845.2_ASM584v2
146	7.58835672997523	7.55242568125516	7.62470066061107	GCF_000005845.2_ASM584v2
147	7.6242774566474	7.58998761354253	7.6626857968621	GCF_000005845.2_ASM584v2
148	7.58381502890173	7.54541701073493	7.62097440132122	GCF_000005845.2_ASM584v2
149	7.59785301403798	7.56110652353427	7.6346098265896	GCF_000005845.2_ASM584v2
150	7.5532617671346	7.51816680429397	7.58795417010735	GCF_000005845.2_ASM584v2
151	7.61890999174236	7.58422791081751	7.65400495458299	GCF_000005845.2_ASM584v2
152	7.55986787778695	7.52393682906689	7.59579892650702	GCF_000005845.2_ASM584v2
153	7.57225433526012	7.5355078447564	7.61355284888522	GCF_000005845.2_ASM584v2
154	7.57431874483898	7.53549752270851	7.61230388109001	GCF_000005845.2_ASM584v2
155	7.55243600330306	7.51691783649876	7.58671552436003	GCF_000005845.2_ASM584v2
156	7.56853839801817	7.53136870355079	7.60571841453344	GCF_000005845.2_ASM584v2
157	7.5710156895128	7.53591040462428	7.60611065235343	GCF_000005845.2_ASM584v2
158	7.588769611891	7.55118703550784	7.62389554087531	GCF_000005845.2_ASM584v2
159	7.5710156895128	7.53385631709331	7.60858794384806	GCF_000005845.2_ASM584v2
160	7.57803468208092	7.5429293971924	7.61355284888522	GCF_000005845.2_ASM584v2
161	7.59578860445912	7.55573905862923	7.63088356729975	GCF_000005845.2_ASM584v2
162	7.64739884393064	7.61477085053675	7.68290668868704	GCF_000005845.2_ASM584v2
163	7.59207266721718	7.55531585466557	7.63253509496284	GCF_000005845.2_ASM584v2
164	7.56110652353427	7.52270850536746	7.60281791907514	GCF_000005845.2_ASM584v2
165	7.57597027250206	7.53963666391412	7.6123142031379	GCF_000005845.2_ASM584v2
166	7.59000825763832	7.55242568125516	7.6271779521057	GCF_000005845.2_ASM584v2
167	7.57803468208092	7.54251651527663	7.6139554087531	GCF_000005845.2_ASM584v2
168	7.53261767134599	7.49587118084228	7.56853839801817	GCF_000005845.2_ASM584v2
169	7.60528488852188	7.56728943022296	7.64037985136251	GCF_000005845.2_ASM584v2
170	7.59289843104872	7.55655450041288	7.63129644921552	GCF_000005845.2_ASM584v2
171	7.59083402146986	7.55572873658134	7.6271676300578	GCF_000005845.2_ASM584v2
172	7.55408753096614	7.5177539223782	7.59043146160198	GCF_000005845.2_ASM584v2
173	7.62675474814203	7.59124690338563	7.66391412056152	GCF_000005845.2_ASM584v2
174	7.57762180016515	7.54128819157721	7.61520437654831	GCF_000005845.2_ASM584v2
175	7.57514450867052	7.54086498761354	7.61605078447564	GCF_000005845.2_ASM584v2
176	7.58009909165979	7.54664533443435	7.61561725846408	GCF_000005845.2_ASM584v2
177	7.57225433526012	7.5355078447564	7.60983691164327	GCF_000005845.2_ASM584v2
178	7.60033030553262	7.56398637489678	7.63542526837325	GCF_000005845.2_ASM584v2
179	7.58216350123865	7.54375516102395	7.61562758051197	GCF_000005845.2_ASM584v2
180	7.57927332782824	7.54086498761354	7.61768166804294	GCF_000005845.2_ASM584v2
181	7.56647398843931	7.53136870355079	7.60157927332783	GCF_000005845.2_ASM584v2
182	7.61973575557391	7.57967588769612	7.65318951279934	GCF_000005845.2_ASM584v2
183	7.54252683732452	7.50454170107349	7.58092485549133	GCF_000005845.2_ASM584v2
184	7.56440957886045	7.52766308835673	7.60074318744839	GCF_000005845.2_ASM584v2
185	7.60115606936416	7.56317093311313	7.63915152766309	GCF_000005845.2_ASM584v2
186	7.57308009909166	7.53633360858794	7.60860858794385	GCF_000005845.2_ASM584v2
187	7.56812551610239	7.53137902559868	7.60776218001652	GCF_000005845.2_ASM584v2
188	7.56812551610239	7.53220478943022	7.60323080099092	GCF_000005845.2_ASM584v2
189	7.57555739058629	7.5383980181668	7.61023947151115	GCF_000005845.2_ASM584v2
190	7.59950454170107	7.56024979355904	7.63543559042114	GCF_000005845.2_ASM584v2
191	7.59578860445912	7.5606936416185	7.63171965317919	GCF_000005845.2_ASM584v2
192	7.57597027250206	7.54127786952931	7.61272708505367	GCF_000005845.2_ASM584v2
193	7.59000825763832	7.55243600330306	7.62840627580512	GCF_000005845.2_ASM584v2
194	7.57184145334434	7.53300990916598	7.60982658959538	GCF_000005845.2_ASM584v2
195	7.57184145334434	7.53426919900908	7.61066267547481	GCF_000005845.2_ASM584v2
196	7.57431874483898	7.53797481420314	7.60818538398018	GCF_000005845.2_ASM584v2
197	7.60115606936416	7.56563790255987	7.63709744013212	GCF_000005845.2_ASM584v2
198	7.56193228736581	7.52931461601982	7.5991019818332	GCF_000005845.2_ASM584v2
199	7.57266721717589	7.53590008257638	7.60901114781173	GCF_000005845.2_ASM584v2
200	7.6271676300578	7.59000825763832	7.66598885218827	GCF_000005845.2_ASM584v2
201	7.55450041288192	7.51692815854666	7.58836705202312	GCF_000005845.2_ASM584v2
202	7.58753096614368	7.54954582989265	7.62513418662263	GCF_000005845.2_ASM584v2
203	7.56688687035508	7.5268166804294	7.60404624277457	GCF_000005845.2_ASM584v2
204	7.5813377374071	7.5458298926507	7.61808422791082	GCF_000005845.2_ASM584v2
205	7.57968620974401	7.54251651527663	7.61436829066887	GCF_000005845.2_ASM584v2
206	7.55532617671346	7.51857968620974	7.59579892650702	GCF_000005845.2_ASM584v2
207	7.56275805119736	7.52601156069364	7.5991019818332	GCF_000005845.2_ASM584v2
208	7.56028075970273	7.52601156069364	7.59414739884393	GCF_000005845.2_ASM584v2
209	7.62262592898431	7.58215317919075	7.65896985962015	GCF_000005845.2_ASM584v2
210	7.55697770437655	7.51981833195706	7.59579892650702	GCF_000005845.2_ASM584v2
211	7.55862923203964	7.52558835672998	7.59458092485549	GCF_000005845.2_ASM584v2
212	7.55656482246078	7.51609207266722	7.59785301403798	GCF_000005845.2_ASM584v2
213	7.57720891824938	7.53673616845582	7.61478117258464	GCF_000005845.2_ASM584v2
214	7.56523534269199	7.52766308835673	7.59951486374897	GCF_000005845.2_ASM584v2
215	7.54252683732452	7.50699834847234	7.58009909165979	GCF_000005845.2_ASM584v2
216	7.58794384805945	7.55201279933939	7.62510322047894	GCF_000005845.2_ASM584v2
217	7.56317093311313	7.52806564822461	7.59951486374897	GCF_000005845.2_ASM584v2
218	7.54748142031379	7.50990916597853	7.58258670520231	GCF_000005845.2_ASM584v2
219	7.60156895127993	7.5606936416185	7.63874896779521	GCF_000005845.2_ASM584v2
220	7.56729975227085	7.53094549958712	7.60571841453344	GCF_000005845.2_ASM584v2
221	7.55078447563997	7.51114781172585	7.58918249380677	GCF_000005845.2_ASM584v2
222	7.55284888521883	7.51733071841453	7.58629232039637	GCF_000005845.2_ASM584v2
223	7.57679603633361	7.54128819157721	7.6123142031379	GCF_000005845.2_ASM584v2
224	7.60074318744839	7.56357349298101	7.63583815028902	GCF_000005845.2_ASM584v2
225	7.57638315441784	7.54335260115607	7.61436829066887	GCF_000005845.2_ASM584v2
226	7.55408753096614	7.5177539223782	7.5916597853014	GCF_000005845.2_ASM584v2
227	7.57597027250206	7.53837737407101	7.61396573080099	GCF_000005845.2_ASM584v2
228	7.56606110652353	7.5297171758877	7.60404624277457	GCF_000005845.2_ASM584v2
229	7.57142857142857	7.53384599504542	7.60694673823286	GCF_000005845.2_ASM584v2
230	7.5813377374071	7.54953550784476	7.61852807597027	GCF_000005845.2_ASM584v2
231	7.59000825763832	7.55531585466557	7.62758051197358	GCF_000005845.2_ASM584v2
232	7.57720891824938	7.5429397192403	7.61436829066887	GCF_000005845.2_ASM584v2
233	7.56564822460776	7.53014037985136	7.60198183319571	GCF_000005845.2_ASM584v2
234	7.61725846407927	7.58215317919075	7.65359207266722	GCF_000005845.2_ASM584v2
235	7.56482246077622	7.52764244426094	7.60198183319571	GCF_000005845.2_ASM584v2
236	7.61312964492155	7.57841659785301	7.65111478117259	GCF_000005845.2_ASM584v2
237	7.58587943848059	7.54872006606111	7.62304913294798	GCF_000005845.2_ASM584v2
238	7.58298926507019	7.54540668868704	7.62015895953757	GCF_000005845.2_ASM584v2
239	7.58794384805945	7.55243600330306	7.62304913294798	GCF_000005845.2_ASM584v2
240	7.57431874483898	7.53879025598679	7.6094137076796	GCF_000005845.2_ASM584v2
241	7.58340214698596	7.54748142031379	7.61932287365813	GCF_000005845.2_ASM584v2
242	7.54665565648225	7.5103220478943	7.58219446738233	GCF_000005845.2_ASM584v2
243	7.57720891824938	7.54004954582989	7.61478117258464	GCF_000005845.2_ASM584v2
244	7.55450041288192	7.52186209744013	7.59043146160198	GCF_000005845.2_ASM584v2
245	7.60033030553262	7.56399669694467	7.63874896779521	GCF_000005845.2_ASM584v2
246	7.59372419488026	7.55780346820809	7.62968620974401	GCF_000005845.2_ASM584v2
247	7.56606110652353	7.52848885218827	7.60323080099092	GCF_000005845.2_ASM584v2
248	7.5739058629232	7.53715937241949	7.60900082576383	GCF_000005845.2_ASM584v2
249	7.58298926507019	7.54829686209744	7.62097440132122	GCF_000005845.2_ASM584v2
250	7.55284888521883	7.51402766308836	7.58836705202312	GCF_000005845.2_ASM584v2
