Position	Element	Mean	Lower	Upper	Genome
30	GC content	1.56482246077622	1.52889141205615	1.60034062758051	GCF_000005845.2_ASM584v2
30	Hydrogen bonds	7.56482246077622	7.52766308835673	7.5991019818332	GCF_000005845.2_ASM584v2
31	GC content	1.58298926507019	1.54705821635012	1.61850743187448	GCF_000005845.2_ASM584v2
31	Hydrogen bonds	7.58298926507019	7.54499380677126	7.61973575557391	GCF_000005845.2_ASM584v2
32	GC content	1.57803468208092	1.54169075144509	1.61272708505367	GCF_000005845.2_ASM584v2
32	Hydrogen bonds	7.57803468208092	7.54168042939719	7.61725846407927	GCF_000005845.2_ASM584v2
33	GC content	1.56523534269199	1.53054293971924	1.60034062758051	GCF_000005845.2_ASM584v2
33	Hydrogen bonds	7.56523534269199	7.53137902559868	7.60241535920727	GCF_000005845.2_ASM584v2
34	GC content	1.56110652353427	1.52640379851363	1.59785301403799	GCF_000005845.2_ASM584v2
34	Hydrogen bonds	7.56110652353427	7.52188274153592	7.60074318744839	GCF_000005845.2_ASM584v2
35	GC content	1.54087530966144	1.50206440957886	1.57515483071841	GCF_000005845.2_ASM584v2
35	Hydrogen bonds	7.54087530966144	7.50577002477291	7.57886044591247	GCF_000005845.2_ASM584v2
36	GC content	1.588769611891	1.55407720891825	1.62346201486375	GCF_000005845.2_ASM584v2
36	Hydrogen bonds	7.588769611891	7.55283856317093	7.62511354252684	GCF_000005845.2_ASM584v2
37	GC content	1.55945499587118	1.52311106523534	1.59662469033856	GCF_000005845.2_ASM584v2
37	Hydrogen bonds	7.55945499587118	7.52352394715111	7.59578860445912	GCF_000005845.2_ASM584v2
38	GC content	1.56234516928159	1.52436003303055	1.59703757225434	GCF_000005845.2_ASM584v2
38	Hydrogen bonds	7.56234516928159	7.52601156069364	7.59662469033856	GCF_000005845.2_ASM584v2
39	GC content	1.55532617671346	1.51650495458299	1.59332163501239	GCF_000005845.2_ASM584v2
39	Hydrogen bonds	7.55532617671346	7.51734104046243	7.59290875309661	GCF_000005845.2_ASM584v2
40	GC content	1.59867877786953	1.5652250206441	1.63419694467382	GCF_000005845.2_ASM584v2
40	Hydrogen bonds	7.59867877786953	7.56440957886045	7.63419694467382	GCF_000005845.2_ASM584v2
41	GC content	1.58175061932287	1.54541701073493	1.61808422791082	GCF_000005845.2_ASM584v2
41	Hydrogen bonds	7.58175061932287	7.54458092485549	7.61809454995871	GCF_000005845.2_ASM584v2
42	GC content	1.54913294797688	1.51402766308836	1.58546655656482	GCF_000005845.2_ASM584v2
42	Hydrogen bonds	7.54913294797688	7.51526630883567	7.58506399669694	GCF_000005845.2_ASM584v2
43	GC content	1.55408753096614	1.51815648224608	1.59207266721718	GCF_000005845.2_ASM584v2
43	Hydrogen bonds	7.55408753096614	7.51857968620974	7.58879025598679	GCF_000005845.2_ASM584v2
44	GC content	1.55491329479769	1.51816680429397	1.588769611891	GCF_000005845.2_ASM584v2
44	Hydrogen bonds	7.55491329479769	7.51980800990917	7.58919281585467	GCF_000005845.2_ASM584v2
45	GC content	1.57060280759703	1.5355078447564	1.6094137076796	GCF_000005845.2_ASM584v2
45	Hydrogen bonds	7.57060280759703	7.53385631709331	7.60776218001652	GCF_000005845.2_ASM584v2
46	GC content	1.59744013212221	1.56151940545004	1.6345995045417	GCF_000005845.2_ASM584v2
46	Hydrogen bonds	7.59744013212221	7.55821635012386	7.63501238645747	GCF_000005845.2_ASM584v2
47	GC content	1.55491329479769	1.52021056977704	1.59702725020644	GCF_000005845.2_ASM584v2
47	Hydrogen bonds	7.55491329479769	7.51733071841453	7.59001857968621	GCF_000005845.2_ASM584v2
48	GC content	1.52312138728324	1.48471304706854	1.55987819983485	GCF_000005845.2_ASM584v2
48	Hydrogen bonds	7.52312138728324	7.48596201486375	7.55822667217176	GCF_000005845.2_ASM584v2
49	GC content	1.58959537572254	1.55284888521883	1.62635218827415	GCF_000005845.2_ASM584v2
49	Hydrogen bonds	7.58959537572254	7.55202312138728	7.62470066061107	GCF_000005845.2_ASM584v2
50	GC content	1.52601156069364	1.49007018992568	1.56564822460776	GCF_000005845.2_ASM584v2
50	Hydrogen bonds	7.52601156069364	7.48884186622626	7.56441990090834	GCF_000005845.2_ASM584v2
51	GC content	1.56028075970273	1.5222749793559	1.59662469033856	GCF_000005845.2_ASM584v2
51	Hydrogen bonds	7.56028075970273	7.52229562345169	7.59702725020644	GCF_000005845.2_ASM584v2
52	GC content	1.60693641618497	1.56893063583815	1.64368290668869	GCF_000005845.2_ASM584v2
52	Hydrogen bonds	7.60693641618497	7.57184145334434	7.64781172584641	GCF_000005845.2_ASM584v2
53	GC content	1.556151940545	1.5222853014038	1.59249587118084	GCF_000005845.2_ASM584v2
53	Hydrogen bonds	7.556151940545	7.52145953757225	7.59248554913295	GCF_000005845.2_ASM584v2
54	GC content	1.61436829066887	1.57678571428571	1.65276630883567	GCF_000005845.2_ASM584v2
54	Hydrogen bonds	7.61436829066887	7.57925268373245	7.65111478117259	GCF_000005845.2_ASM584v2
55	GC content	1.57142857142857	1.53344343517754	1.60901114781173	GCF_000005845.2_ASM584v2
55	Hydrogen bonds	7.57142857142857	7.53548720066061	7.6065235342692	GCF_000005845.2_ASM584v2
56	GC content	1.55862923203964	1.52394715111478	1.59661436829067	GCF_000005845.2_ASM584v2
56	Hydrogen bonds	7.55862923203964	7.52229562345169	7.59578860445912	GCF_000005845.2_ASM584v2
57	GC content	1.56110652353427	1.52146985962015	1.59786333608588	GCF_000005845.2_ASM584v2
57	Hydrogen bonds	7.56110652353427	7.52311106523534	7.59827621800165	GCF_000005845.2_ASM584v2
58	GC content	1.56110652353427	1.52436003303055	1.59702725020644	GCF_000005845.2_ASM584v2
58	Hydrogen bonds	7.56110652353427	7.52270850536746	7.59867877786953	GCF_000005845.2_ASM584v2
59	GC content	1.53715937241949	1.49956647398844	1.57473162675475	GCF_000005845.2_ASM584v2
59	Hydrogen bonds	7.53715937241949	7.49834847233691	7.57474194880264	GCF_000005845.2_ASM584v2
60	GC content	1.54830718414533	1.51197357555739	1.58588976052849	GCF_000005845.2_ASM584v2
60	Hydrogen bonds	7.54830718414533	7.51197357555739	7.58176094137077	GCF_000005845.2_ASM584v2
61	GC content	1.56729975227085	1.53013005780347	1.60487200660611	GCF_000005845.2_ASM584v2
61	Hydrogen bonds	7.56729975227085	7.53094549958712	7.60404624277457	GCF_000005845.2_ASM584v2
62	GC content	1.56977704376548	1.53179190751445	1.60777250206441	GCF_000005845.2_ASM584v2
62	Hydrogen bonds	7.56977704376548	7.53220478943022	7.60694673823286	GCF_000005845.2_ASM584v2
63	GC content	1.59950454170107	1.56275805119736	1.63502270850537	GCF_000005845.2_ASM584v2
63	Hydrogen bonds	7.59950454170107	7.56439925681255	7.63668455821635	GCF_000005845.2_ASM584v2
64	GC content	1.56729975227085	1.532617671346	1.60445912469034	GCF_000005845.2_ASM584v2
64	Hydrogen bonds	7.56729975227085	7.53303055326177	7.60281791907514	GCF_000005845.2_ASM584v2
65	GC content	1.57803468208092	1.54211395540875	1.61437861271676	GCF_000005845.2_ASM584v2
65	Hydrogen bonds	7.57803468208092	7.54375516102395	7.61603014037985	GCF_000005845.2_ASM584v2
66	GC content	1.58092485549133	1.54417836498761	1.61851775392238	GCF_000005845.2_ASM584v2
66	Hydrogen bonds	7.58092485549133	7.54376548307184	7.61601981833196	GCF_000005845.2_ASM584v2
67	GC content	1.56440957886045	1.52682700247729	1.60116639141206	GCF_000005845.2_ASM584v2
67	Hydrogen bonds	7.56440957886045	7.52806564822461	7.60116639141206	GCF_000005845.2_ASM584v2
68	GC content	1.56688687035508	1.5297171758877	1.60446944673823	GCF_000005845.2_ASM584v2
68	Hydrogen bonds	7.56688687035508	7.52723988439306	7.60405656482246	GCF_000005845.2_ASM584v2
69	GC content	1.57431874483898	1.54045210569777	1.60982658959538	GCF_000005845.2_ASM584v2
69	Hydrogen bonds	7.57431874483898	7.54045210569777	7.61148843930636	GCF_000005845.2_ASM584v2
70	GC content	1.58464079273328	1.54829686209744	1.61933319570603	GCF_000005845.2_ASM584v2
70	Hydrogen bonds	7.58464079273328	7.5474710982659	7.61975639966969	GCF_000005845.2_ASM584v2
71	GC content	1.58505367464905	1.54459124690339	1.62346201486375	GCF_000005845.2_ASM584v2
71	Hydrogen bonds	7.58505367464905	7.54828654004955	7.62346201486375	GCF_000005845.2_ASM584v2
72	GC content	1.60198183319571	1.56440957886045	1.64204170107349	GCF_000005845.2_ASM584v2
72	Hydrogen bonds	7.60198183319571	7.56605078447564	7.63583815028902	GCF_000005845.2_ASM584v2
73	GC content	1.5784475639967	1.54335260115607	1.61436829066887	GCF_000005845.2_ASM584v2
73	Hydrogen bonds	7.5784475639967	7.54664533443435	7.61643270024773	GCF_000005845.2_ASM584v2
74	GC content	1.58381502890173	1.54912262592898	1.62014863748968	GCF_000005845.2_ASM584v2
74	Hydrogen bonds	7.58381502890173	7.54500412881916	7.62015895953757	GCF_000005845.2_ASM584v2
75	GC content	1.59661436829067	1.55986787778695	1.63377374071016	GCF_000005845.2_ASM584v2
75	Hydrogen bonds	7.59661436829067	7.56027043765483	7.6317093311313	GCF_000005845.2_ASM584v2
76	GC content	1.57968620974401	1.54128819157721	1.61726878612717	GCF_000005845.2_ASM584v2
76	Hydrogen bonds	7.57968620974401	7.54252683732452	7.6168559042114	GCF_000005845.2_ASM584v2
77	GC content	1.55904211395541	1.52353426919901	1.59661436829067	GCF_000005845.2_ASM584v2
77	Hydrogen bonds	7.55904211395541	7.52188274153592	7.59538604459125	GCF_000005845.2_ASM584v2
78	GC content	1.60487200660611	1.56894095788604	1.64080305532618	GCF_000005845.2_ASM584v2
78	Hydrogen bonds	7.60487200660611	7.56936416184971	7.64245458298927	GCF_000005845.2_ASM584v2
79	GC content	1.58422791081751	1.54706853839802	1.62306977704377	GCF_000005845.2_ASM584v2
79	Hydrogen bonds	7.58422791081751	7.54623245251858	7.6197460776218	GCF_000005845.2_ASM584v2
80	GC content	1.54995871180842	1.51650495458299	1.58711808422791	GCF_000005845.2_ASM584v2
80	Hydrogen bonds	7.54995871180842	7.51362510322048	7.58548720066061	GCF_000005845.2_ASM584v2
81	GC content	1.60115606936416	1.56317093311313	1.63543559042114	GCF_000005845.2_ASM584v2
81	Hydrogen bonds	7.60115606936416	7.56482246077622	7.63831544178365	GCF_000005845.2_ASM584v2
82	GC content	1.57638315441784	1.54045210569777	1.61189099917424	GCF_000005845.2_ASM584v2
82	Hydrogen bonds	7.57638315441784	7.54086498761354	7.61355284888522	GCF_000005845.2_ASM584v2
83	GC content	1.5635838150289	1.52930429397192	1.59867877786953	GCF_000005845.2_ASM584v2
83	Hydrogen bonds	7.5635838150289	7.52641412056152	7.5991019818332	GCF_000005845.2_ASM584v2
84	GC content	1.59042113955409	1.55531585466557	1.62635218827415	GCF_000005845.2_ASM584v2
84	Hydrogen bonds	7.59042113955409	7.5520024772915	7.62966556564823	GCF_000005845.2_ASM584v2
85	GC content	1.54541701073493	1.50660611065235	1.58382535094963	GCF_000005845.2_ASM584v2
85	Hydrogen bonds	7.54541701073493	7.507421552436	7.5813377374071	GCF_000005845.2_ASM584v2
86	GC content	1.57762180016515	1.53961601981833	1.61272708505367	GCF_000005845.2_ASM584v2
86	Hydrogen bonds	7.57762180016515	7.53962634186623	7.61520437654831	GCF_000005845.2_ASM584v2
87	GC content	1.57597027250206	1.54335260115607	1.61147811725846	GCF_000005845.2_ASM584v2
87	Hydrogen bonds	7.57597027250206	7.5383980181668	7.61190132122213	GCF_000005845.2_ASM584v2
88	GC content	1.56482246077622	1.53095582163501	1.60323080099092	GCF_000005845.2_ASM584v2
88	Hydrogen bonds	7.56482246077622	7.5280759702725	7.60156895127993	GCF_000005845.2_ASM584v2
89	GC content	1.55945499587118	1.52557803468208	1.59578860445912	GCF_000005845.2_ASM584v2
89	Hydrogen bonds	7.55945499587118	7.52187241948803	7.59661436829067	GCF_000005845.2_ASM584v2
90	GC content	1.57349298100743	1.532617671346	1.61189099917424	GCF_000005845.2_ASM584v2
90	Hydrogen bonds	7.57349298100743	7.53881090008258	7.61313996696945	GCF_000005845.2_ASM584v2
91	GC content	1.53509496284063	1.4987407101569	1.56977704376548	GCF_000005845.2_ASM584v2
91	Hydrogen bonds	7.53509496284063	7.49916391412056	7.57184145334434	GCF_000005845.2_ASM584v2
92	GC content	1.56523534269199	1.53011973575557	1.60405656482246	GCF_000005845.2_ASM584v2
92	Hydrogen bonds	7.56523534269199	7.53011973575557	7.60157927332783	GCF_000005845.2_ASM584v2
93	GC content	1.57349298100743	1.53633360858794	1.60817506193229	GCF_000005845.2_ASM584v2
93	Hydrogen bonds	7.57349298100743	7.53881090008258	7.61066267547481	GCF_000005845.2_ASM584v2
94	GC content	1.56523534269199	1.5297068538398	1.60406688687036	GCF_000005845.2_ASM584v2
94	Hydrogen bonds	7.56523534269199	7.5251857968621	7.60115606936416	GCF_000005845.2_ASM584v2
95	GC content	1.57886044591247	1.54334227910818	1.61726878612717	GCF_000005845.2_ASM584v2
95	Hydrogen bonds	7.57886044591247	7.54252683732452	7.61560693641619	GCF_000005845.2_ASM584v2
96	GC content	1.5710156895128	1.53426919900908	1.60653385631709	GCF_000005845.2_ASM584v2
96	Hydrogen bonds	7.5710156895128	7.53633360858794	7.60734929810074	GCF_000005845.2_ASM584v2
97	GC content	1.58546655656482	1.54911230388109	1.62303881090008	GCF_000005845.2_ASM584v2
97	Hydrogen bonds	7.58546655656482	7.55077415359207	7.62140792733278	GCF_000005845.2_ASM584v2
98	GC content	1.58009909165979	1.54291907514451	1.61479149463254	GCF_000005845.2_ASM584v2
98	Hydrogen bonds	7.58009909165979	7.54170107349298	7.62056151940545	GCF_000005845.2_ASM584v2
99	GC content	1.56647398843931	1.52723988439306	1.60404624277457	GCF_000005845.2_ASM584v2
99	Hydrogen bonds	7.56647398843931	7.52931461601982	7.60611065235343	GCF_000005845.2_ASM584v2
100	GC content	1.59331131296449	1.55614161849711	1.63255573905863	GCF_000005845.2_ASM584v2
100	Hydrogen bonds	7.59331131296449	7.55656482246078	7.63295829892651	GCF_000005845.2_ASM584v2
101	GC content	1.58753096614368	1.55490297274979	1.6242774566474	GCF_000005845.2_ASM584v2
101	Hydrogen bonds	7.58753096614368	7.55077415359207	7.62262592898431	GCF_000005845.2_ASM584v2
102	GC content	1.58051197357556	1.54665565648225	1.61561725846408	GCF_000005845.2_ASM584v2
102	Hydrogen bonds	7.58051197357556	7.54291907514451	7.61560693641619	GCF_000005845.2_ASM584v2
103	GC content	1.56110652353427	1.52229562345169	1.59950454170107	GCF_000005845.2_ASM584v2
103	Hydrogen bonds	7.56110652353427	7.52476259289843	7.59537572254335	GCF_000005845.2_ASM584v2
104	GC content	1.58546655656482	1.55119735755574	1.62057184145334	GCF_000005845.2_ASM584v2
104	Hydrogen bonds	7.58546655656482	7.5474710982659	7.62099504541701	GCF_000005845.2_ASM584v2
105	GC content	1.55780346820809	1.51980800990917	1.59538604459125	GCF_000005845.2_ASM584v2
105	Hydrogen bonds	7.55780346820809	7.51815648224608	7.59332163501239	GCF_000005845.2_ASM584v2
106	GC content	1.5739058629232	1.53880057803468	1.60613129644922	GCF_000005845.2_ASM584v2
106	Hydrogen bonds	7.5739058629232	7.53963666391412	7.61107555739059	GCF_000005845.2_ASM584v2
107	GC content	1.60693641618497	1.56977704376548	1.64120561519405	GCF_000005845.2_ASM584v2
107	Hydrogen bonds	7.60693641618497	7.56935383980182	7.64079273327828	GCF_000005845.2_ASM584v2
108	GC content	1.53633360858794	1.49915359207267	1.57474194880264	GCF_000005845.2_ASM584v2
108	Hydrogen bonds	7.53633360858794	7.5	7.57185177539224	GCF_000005845.2_ASM584v2
109	GC content	1.62551610239472	1.5887592898431	1.66020850536746	GCF_000005845.2_ASM584v2
109	Hydrogen bonds	7.62551610239472	7.59123658133774	7.66064203137903	GCF_000005845.2_ASM584v2
110	GC content	1.57927332782824	1.5429293971924	1.61768166804294	GCF_000005845.2_ASM584v2
110	Hydrogen bonds	7.57927332782824	7.54211395540875	7.61643270024773	GCF_000005845.2_ASM584v2
111	GC content	1.58794384805945	1.55364368290669	1.62221304706854	GCF_000005845.2_ASM584v2
111	Hydrogen bonds	7.58794384805945	7.5503715937242	7.62221304706854	GCF_000005845.2_ASM584v2
112	GC content	1.63047068538398	1.59413707679604	1.66804293971924	GCF_000005845.2_ASM584v2
112	Hydrogen bonds	7.63047068538398	7.59453963666391	7.66682493806771	GCF_000005845.2_ASM584v2
113	GC content	1.56729975227085	1.53299958711808	1.60488232865401	GCF_000005845.2_ASM584v2
113	Hydrogen bonds	7.56729975227085	7.53011973575557	7.604882328654	GCF_000005845.2_ASM584v2
114	GC content	1.58216350123865	1.54705821635012	1.61933319570603	GCF_000005845.2_ASM584v2
114	Hydrogen bonds	7.58216350123865	7.54541701073493	7.61725846407927	GCF_000005845.2_ASM584v2
115	GC content	1.54376548307184	1.50536746490504	1.58216350123865	GCF_000005845.2_ASM584v2
115	Hydrogen bonds	7.54376548307184	7.50907308009909	7.57763212221305	GCF_000005845.2_ASM584v2
116	GC content	1.57638315441784	1.53921345995045	1.61643270024773	GCF_000005845.2_ASM584v2
116	Hydrogen bonds	7.57638315441784	7.53963666391412	7.61313996696945	GCF_000005845.2_ASM584v2
117	GC content	1.57308009909166	1.53963666391412	1.6094137076796	GCF_000005845.2_ASM584v2
117	Hydrogen bonds	7.57308009909166	7.54046242774566	7.60777250206441	GCF_000005845.2_ASM584v2
118	GC content	1.5784475639967	1.5429293971924	1.61561725846408	GCF_000005845.2_ASM584v2
118	Hydrogen bonds	7.5784475639967	7.54170107349298	7.61561725846408	GCF_000005845.2_ASM584v2
119	GC content	1.55408753096614	1.51526630883567	1.59043146160198	GCF_000005845.2_ASM584v2
119	Hydrogen bonds	7.55408753096614	7.51732039636664	7.58961601981833	GCF_000005845.2_ASM584v2
120	GC content	1.5784475639967	1.54375516102395	1.61396573080099	GCF_000005845.2_ASM584v2
120	Hydrogen bonds	7.5784475639967	7.54211395540875	7.61808422791082	GCF_000005845.2_ASM584v2
121	GC content	1.60115606936416	1.56482246077622	1.6420313790256	GCF_000005845.2_ASM584v2
121	Hydrogen bonds	7.60115606936416	7.56482246077622	7.63955408753097	GCF_000005845.2_ASM584v2
122	GC content	1.62923203963666	1.59123658133774	1.66433732452519	GCF_000005845.2_ASM584v2
122	Hydrogen bonds	7.62923203963666	7.59288810900083	7.66473988439306	GCF_000005845.2_ASM584v2
123	GC content	1.57184145334434	1.53343311312965	1.60819570602808	GCF_000005845.2_ASM584v2
123	Hydrogen bonds	7.57184145334434	7.53507431874484	7.60529521056978	GCF_000005845.2_ASM584v2
124	GC content	1.56647398843931	1.52890173410405	1.60239471511148	GCF_000005845.2_ASM584v2
124	Hydrogen bonds	7.56647398843931	7.53096614368291	7.60364368290669	GCF_000005845.2_ASM584v2
125	GC content	1.61023947151115	1.57018992568126	1.64657308009909	GCF_000005845.2_ASM584v2
125	Hydrogen bonds	7.61023947151115	7.57182080924856	7.64864781172585	GCF_000005845.2_ASM584v2
126	GC content	1.60363336085879	1.56852807597027	1.64245458298926	GCF_000005845.2_ASM584v2
126	Hydrogen bonds	7.60363336085879	7.56853839801817	7.63916184971098	GCF_000005845.2_ASM584v2
127	GC content	1.57514450867052	1.54004954582989	1.61312964492155	GCF_000005845.2_ASM584v2
127	Hydrogen bonds	7.57514450867052	7.54126754748142	7.61148843930636	GCF_000005845.2_ASM584v2
128	GC content	1.58629232039637	1.54952518579686	1.62471098265896	GCF_000005845.2_ASM584v2
128	Hydrogen bonds	7.58629232039637	7.54664533443435	7.62346201486375	GCF_000005845.2_ASM584v2
129	GC content	1.56399669694467	1.5251754748142	1.59991742361685	GCF_000005845.2_ASM584v2
129	Hydrogen bonds	7.56399669694467	7.52845788604459	7.59950454170107	GCF_000005845.2_ASM584v2
130	GC content	1.59661436829067	1.55944467382329	1.63005780346821	GCF_000005845.2_ASM584v2
130	Hydrogen bonds	7.59661436829067	7.55903179190751	7.63790255986788	GCF_000005845.2_ASM584v2
131	GC content	1.56110652353427	1.52351362510322	1.59868909991742	GCF_000005845.2_ASM584v2
131	Hydrogen bonds	7.56110652353427	7.5251754748142	7.59748142031379	GCF_000005845.2_ASM584v2
132	GC content	1.57638315441784	1.53963666391412	1.61066267547481	GCF_000005845.2_ASM584v2
132	Hydrogen bonds	7.57638315441784	7.54046242774566	7.61437861271676	GCF_000005845.2_ASM584v2
133	GC content	1.56853839801817	1.53179190751445	1.60818538398018	GCF_000005845.2_ASM584v2
133	Hydrogen bonds	7.56853839801817	7.53055326176713	7.60364368290669	GCF_000005845.2_ASM584v2
134	GC content	1.56275805119736	1.52353426919901	1.60033030553262	GCF_000005845.2_ASM584v2
134	Hydrogen bonds	7.56275805119736	7.52434971098266	7.59827621800165	GCF_000005845.2_ASM584v2
135	GC content	1.56812551610239	1.53302023121387	1.60322047894302	GCF_000005845.2_ASM584v2
135	Hydrogen bonds	7.56812551610239	7.53344343517754	7.60528488852188	GCF_000005845.2_ASM584v2
136	GC content	1.58670520231214	1.55366432700248	1.62303881090008	GCF_000005845.2_ASM584v2
136	Hydrogen bonds	7.58670520231214	7.55118703550784	7.62346201486375	GCF_000005845.2_ASM584v2
137	GC content	1.59578860445912	1.55986787778695	1.63501238645747	GCF_000005845.2_ASM584v2
137	Hydrogen bonds	7.59578860445912	7.55986787778695	7.63253509496284	GCF_000005845.2_ASM584v2
138	GC content	1.55450041288192	1.51527663088357	1.5916597853014	GCF_000005845.2_ASM584v2
138	Hydrogen bonds	7.55450041288192	7.51402766308836	7.59000825763832	GCF_000005845.2_ASM584v2
139	GC content	1.56440957886045	1.52393682906689	1.60323080099092	GCF_000005845.2_ASM584v2
139	Hydrogen bonds	7.56440957886045	7.5280759702725	7.60281791907514	GCF_000005845.2_ASM584v2
140	GC content	1.57514450867052	1.54087530966144	1.6139554087531	GCF_000005845.2_ASM584v2
