Genome	No_of_CDSs	Length_total	Length_mean	Length_median	Length_sd	GC_mean	GC_median	GC_sd	GC1_mean	GC1_median	GC1_sd	GC2_mean	GC2_median	GC2_sd	GC3_mean	GC3_median	GC3_sd
GCF_000011905.1_ASM1190v1	1531	1336835	873.177661659046	741	603.731656875589	0.490174431555476	0.49730312837109	0.0397418533296782	0.55167657413542	0.56	0.0561736438660009	0.394261569364689	0.394160583941606	0.0476589379765446	0.524585379222037	0.531818181818182	0.0684256873147724
GCF_000012305.1_ASM1230v1	2185	2164849	990.777574370709	852	780.491806274541	0.439832489501293	0.445901639344262	0.0338747962252791	0.530869740416893	0.538461538461538	0.0554130613500938	0.383168626086064	0.384493670886076	0.0469434701684722	0.405462319536623	0.410714285714286	0.0554628530257325
GCF_000012325.1_ASM1232v1	4499	4519530	1004.56323627473	849	718.937096901914	0.385023877023732	0.386918833727344	0.0295515825346013	0.489189937935731	0.491735537190083	0.0542950124631843	0.361796900525931	0.362944162436548	0.04499189870967	0.304083990889459	0.301486199575372	0.0469723752092852
GCF_000012405.1_ASM1240v1	3081	3054080	991.262577085362	858	662.790542655435	0.676521246196973	0.67921146953405	0.0347145740738446	0.702207729268972	0.705501618122977	0.0550475165804557	0.486977741855846	0.486577181208054	0.0553362885113402	0.840378375794334	0.852040816326531	0.0594404471381006
GCF_000012425.1_ASM1242v1	4249	4118732	969.341492115792	807	684.767022509489	0.593343592658482	0.598656591099916	0.0440955172735627	0.631339524998634	0.635245901639344	0.0532648766945297	0.437346139151347	0.435424354243542	0.0497654741165383	0.711344403727584	0.723830734966592	0.0897323121760305
GCF_000012485.1_ASM1248v1	2199	2127202	967.349704411096	831	781.340066423212	0.574240508982328	0.582024432809773	0.0408533593004225	0.603434045285531	0.607038123167155	0.0541517876550485	0.426756620614959	0.425414364640884	0.05301644902725	0.692530505121178	0.710467706013363	0.082874759260482
GCF_000012565.1_ASM1256v1	943	949521	1006.91516436903	798	897.763877674092	0.306920116965534	0.30829420970266	0.0300277507646604	0.404088304596562	0.406162464985994	0.0592390574863006	0.320612017496289	0.320872274143302	0.0507420613136517	0.196060447984969	0.191860465116279	0.0386421986128073
GCF_000012605.1_ASM1260v1	2254	2200255	976.155723158829	834	647.78703846234	0.434142779443987	0.437567221510883	0.034712165839694	0.52193813410791	0.527027027027027	0.0505906690535789	0.36435037427292	0.364778707834194	0.0460198094631705	0.416139791092671	0.424009803921569	0.0661113695480291
GCF_000012685.1_ASM1268v1	7267	8309050	1143.39479840374	915	1215.75482666454	0.686700374210837	0.690763052208835	0.0328747810694694	0.694126928117268	0.699095022624434	0.0583465924540875	0.484047897608536	0.484615384615385	0.0552030886630714	0.881925852877595	0.894736842105263	0.0588300401532696
GCF_000012725.1_ASM1272v1	3168	2896169	914.19476010101	769	652.932225386542	0.623373721507003	0.628408330545333	0.0383757184501718	0.639190220169528	0.644481358434847	0.057321028785661	0.475212677182009	0.469009398367291	0.0656410797262733	0.755722630348945	0.769041576021271	0.0736695554480405
GCF_000012845.1_ASM1284v1	3976	4371429	1099.45397384306	951	745.193770685505	0.453343006600428	0.458965814591639	0.0551246625429592	0.489758573041775	0.494186046511628	0.0553117484530593	0.361806240513194	0.363149923559416	0.0480181454003263	0.508463498180854	0.515873015873016	0.108307984467582
GCF_000012865.1_ASM1286v1	2440	2176788	892.126229508197	790.5	560.582587018279	0.418704491520391	0.423328643723362	0.0492517293978755	0.508691158353877	0.514780415948868	0.0603748843889402	0.34652013613354	0.35	0.0530426979086468	0.400902317300332	0.406209832904884	0.0747091676321769
GCF_000012885.1_ASM1288v1	3229	3186682	986.894394549396	855	650.651040603436	0.552811263345004	0.559284116331096	0.0512072725800039	0.60853401335072	0.613039796782388	0.062060408644996	0.414501071285899	0.414565826330532	0.0513503303914261	0.635398704733788	0.643884892086331	0.0872590545543799
GCF_000012925.1_ASM1292v1	3576	3656526	1022.51845637584	879	733.32727480093	0.594937872598819	0.604676289625514	0.0582259131750052	0.615108332334475	0.618421052631579	0.0613502868791569	0.423370563856129	0.422613871635611	0.0542119619569917	0.74633504656495	0.770833333333333	0.11689539872566
GCF_000012965.1_ASM1296v1	2137	2054482	961.386055217595	828	637.042478293262	0.344080400749947	0.345572354211663	0.0333768886353848	0.453695123407794	0.455882352941176	0.0541607844869953	0.319529260988452	0.316568047337278	0.0552305055136451	0.259016893410701	0.258064516129032	0.0447461751945393
GCF_000012985.1_ASM1298v1	6338	6329572	998.670242978858	813	854.738573394048	0.53728482814271	0.547372227579557	0.0539099411865791	0.583361190814689	0.589714844199149	0.0574123599693806	0.406716867647601	0.407784204365489	0.0496372296225125	0.621776496952571	0.641025641025641	0.0987702174567623
GCF_000013005.1_ASM1300v1	2925	2800129	957.30905982906	813	644.85580595084	0.631336355488006	0.634920634920635	0.035424836352814	0.6589779828292	0.662538699690402	0.0517268999877031	0.460576565321344	0.459537572254335	0.0519766095673445	0.774455225186894	0.788461538461538	0.0666046673864698
GCF_000013025.1_ASM1302v1	3485	3372110	967.606886657102	831	624.856059529326	0.621513518765137	0.62382176520994	0.0368011833703122	0.656142660988853	0.658064516129032	0.04883393290343	0.467077833153189	0.467889908256881	0.0491038070693225	0.741320247269931	0.751515151515151	0.0686014919195031
GCF_000013105.1_ASM1310v1	2460	2264601	920.569512195122	810	578.096505954317	0.560147294628226	0.570877659574468	0.0630243187987508	0.617857445041873	0.626086956521739	0.0672914290801774	0.417770069818785	0.421052631578947	0.0541659513000746	0.64481436902402	0.666666666666667	0.106091093729651
GCF_000013165.1_ASM1316v1	761	731913	961.777923784494	795	667.334276164186	0.415186782585324	0.415744157441574	0.0282037426334057	0.491639454725069	0.494505494505495	0.0490270318828921	0.372821790673544	0.36996336996337	0.0482479037473826	0.381099102357357	0.378277153558052	0.0449557296075596
GCF_000013185.1_ASM1318v1	603	595025	986.774461028192	861	631.123308166318	0.341020116785298	0.342507645259939	0.0340399235247528	0.472321855228979	0.477272727272727	0.0581053247652929	0.352354450157682	0.353413654618474	0.0450133082208048	0.198382126424642	0.198731501057082	0.0438546216956092
GCF_000013325.1_ASM1332v1	3964	3887021	980.580474268416	843	655.349013026085	0.653166489843504	0.656097976835316	0.0319742633912117	0.673644517690162	0.676038373095717	0.0529394426880387	0.47910988720639	0.478048780487805	0.0519249001466051	0.806744881044993	0.817970937315938	0.0616184814790683
GCF_000013385.1_ASM1338v1	4464	4594310	1029.19130824373	880.5	724.482702579684	0.746287027449666	0.749713292583441	0.0454298593938282	0.752086416901528	0.759563349204506	0.0731058262055599	0.518944844996521	0.517526793637791	0.0718152578874403	0.967828635591043	0.981895900288609	0.0455976976057411
GCF_000013405.1_ASM1340v1	2933	2776620	946.682577565632	813	649.897547146532	0.514412554278647	0.520537124802528	0.057246497362067	0.560065094487301	0.566037735849057	0.0634860387548698	0.396009157264277	0.396551724137931	0.0540313180816269	0.587163533144386	0.593922651933702	0.0993076030323007
GCF_000013425.1_ASM1342v1	2767	2352093	850.051680520419	720	837.399946346359	0.328095263364949	0.331818181818182	0.0373844596985979	0.441467786051138	0.450980392156863	0.0737753552123469	0.310972831478127	0.311594202898551	0.0567170001663369	0.23184517256558	0.226890756302521	0.0487905077253005
GCF_000013605.1_ASM1360v1	4550	4478478	984.280879120879	855	656.820821675465	0.597486281705675	0.602362120069337	0.0441652729012394	0.628171627557215	0.631944444444444	0.0551744324481201	0.446986517056639	0.444836939577228	0.0502092902467714	0.717300699991441	0.731791020196911	0.0834438502108761
GCF_000013665.1_ASM1366v1	4182	4394581	1050.83237685318	846	1047.19254515085	0.460413233495339	0.462554730117715	0.0377855677874548	0.540113174261281	0.544617443751694	0.054415660537103	0.394554977889182	0.392654096938939	0.0497879786629028	0.446571649346001	0.447334596130429	0.0619842184990551
GCF_000013705.1_ASM1370v1	2762	2657471	962.154598117306	801	686.58324606708	0.558861404437375	0.564362125867759	0.0434548292654442	0.602875788312465	0.607064878353088	0.0531076779042159	0.413264043212214	0.412897605934585	0.0477338356389667	0.660445001149673	0.6740233384069	0.0885294700178261
GCF_000013865.1_ASM1386v1	5609	5214101	929.595471563559	834	613.629030038411	0.621779653381928	0.626582278481013	0.0439935472036412	0.645099276382266	0.646258503401361	0.0562098067801058	0.458252901365596	0.456359102244389	0.0534540148343414	0.761987551494292	0.779527559055118	0.0830634196695029
GCF_000013885.1_ASM1388v1	4836	4186213	865.635442514475	696	681.841846225918	0.617515206769132	0.622895622895623	0.0421176678473412	0.634894520641147	0.637811118680587	0.0569429908870456	0.471780965613431	0.464646464646465	0.0608236834061024	0.745872690766086	0.761034118105415	0.0847821033290745
GCF_000013905.1_ASM1390v1	2533	2584818	1020.4571654165	885	659.336524611363	0.436287686910719	0.442567567567568	0.0338299430627172	0.529707763923069	0.536312849162011	0.0544952431212605	0.383020965856133	0.383886255924171	0.0461791675878869	0.396134098492304	0.402298850574713	0.0528509706951045
GCF_000013985.1_ASM1398v1	3253	3068554	943.299723332309	795	633.146869546302	0.655180023460673	0.657777777777778	0.0383708502669603	0.675411184474079	0.677511961722488	0.0544128482113758	0.484652104913665	0.483383685800604	0.0542768903786762	0.805478054785315	0.822222222222222	0.0639647354764863
GCF_000014145.1_ASM1414v1	3719	3983402	1071.09491798871	837	951.518890739198	0.388181201431198	0.390560471976401	0.0405737630132911	0.462738193233108	0.465671641791045	0.0544365198671638	0.346862893007905	0.34402332361516	0.0585481113082922	0.354942395972947	0.357377049180328	0.0635476071908489
GCF_000014185.1_ASM1418v1	3206	3005381	937.423892701185	855	543.491303674668	0.708164269411551	0.71365430612006	0.0482530442230647	0.712388439999876	0.715260680385872	0.0637306393883798	0.489352733298019	0.485810009620332	0.0611330646536051	0.922752874014692	0.95	0.0792144991870008
GCF_000014225.1_ASM1422v1	4383	4512810	1029.6167008898	885	702.946440255573	0.449575214133927	0.453488372093023	0.0298893500600402	0.53038464133345	0.534965034965035	0.0481949200441842	0.381257049501483	0.381889763779528	0.0434271202457422	0.437084000999947	0.441379310344828	0.0519258500932721
GCF_000014245.1_ASM1424v1	4651	4419813	950.293055256934	837	648.248087642691	0.611616476951552	0.613852813852814	0.0335678203853149	0.646205918926319	0.648979591836735	0.0485999546394963	0.459097457552503	0.45703125	0.0485262854970577	0.729546088226539	0.734265734265734	0.0640493808096954
GCF_000014265.1_ASM1426v1	5165	4958541	960.027299128751	738	999.77745675844	0.357589351234308	0.358267716535433	0.047313922798344	0.45860074447504	0.466666666666667	0.0758237644108209	0.353376646212887	0.356466876971609	0.0584400244377257	0.260793917395622	0.25089605734767	0.0732509836659648
GCF_000014385.1_ASM1438v1	1779	1585029	890.966273187184	804	566.354881240801	0.381895901263583	0.384892086330935	0.0401807447044448	0.460449949558825	0.466417910447761	0.0683687673428591	0.342140472591785	0.341176470588235	0.0533074451840745	0.343097968058352	0.342261904761905	0.0523873073799848
GCF_000014485.1_ASM1448v1	1911	1595802	835.061224489796	725	588.281491297768	0.392672582284015	0.399326599326599	0.0393128347792379	0.497803822934625	0.506024096385542	0.0745207137664566	0.344412928767505	0.343283582089552	0.0548619145222045	0.335798813361935	0.337037037037037	0.0691851645059821
GCF_000014705.1_ASM1470v1	4076	4102498	1006.50098135427	852	731.047074763663	0.420597627536908	0.422712729095708	0.0319134212707465	0.518486699149223	0.52296214278182	0.0518498680332911	0.376543756700054	0.377315608919383	0.0456189712292929	0.366762768617627	0.365217391304348	0.0547609828249856
GCF_000014725.1_ASM1472v1	2616	2483388	949.307339449541	813	689.062605668888	0.449196207979783	0.453837491337491	0.0467498432138773	0.526877628506647	0.533232931726908	0.0587165377055083	0.361731625096962	0.362452480886364	0.0504221963209844	0.45898094809041	0.461758253985916	0.0769560462586494
GCF_000014745.1_ASM1474v1	3117	3046896	977.509143407122	816	716.481919169803	0.628078253854137	0.631205673758865	0.0340145092256925	0.663337093691682	0.666666666666667	0.0511066520271569	0.468358874316701	0.469026548672566	0.0507897269481637	0.752539294504865	0.76158940397351	0.0600219459347453
GCF_000014765.1_ASM1476v1	2640	2457672	930.936363636364	792	662.568265212233	0.488082687740864	0.486587424796015	0.0500005632547281	0.566425233210112	0.572975187265918	0.0597055666196753	0.409983547971709	0.406621511480847	0.0534858511400308	0.487838541966966	0.481929872403944	0.0897339076403664
GCF_000014785.1_ASM1478v1	2884	2959544	1026.19417475728	879	740.553080817906	0.673968886536564	0.678121555660526	0.0412491720159335	0.704395468547894	0.708897238536461	0.0603430310378968	0.461927402748964	0.461839725313468	0.0553853978200764	0.855583790144453	0.869858246328835	0.0651733931625873
GCF_000014865.1_ASM1486v1	3857	4100264	1063.07078039927	846	1370.21484592111	0.542575923435739	0.545029239766082	0.0428602579551148	0.605228041699234	0.606648199445983	0.0572416495529777	0.419276081881382	0.41635687732342	0.0538100401618025	0.603224478697469	0.610021786492375	0.0687611647999555
GCF_000014905.1_ASM1490v1	8121	9098324	1120.34527767516	921	842.98405090428	0.618088677785534	0.621031746031746	0.0343066787552349	0.634363339037765	0.636792452830189	0.0514029390150201	0.459454504253319	0.459383753501401	0.0509651657665384	0.760448911587416	0.773480662983425	0.0645959512223388
GCF_000014925.1_ASM1492v1	4731	4704094	994.312830268442	891	631.570144951384	0.625647306150864	0.627865961199294	0.0306595890995058	0.655116043455367	0.659476117103236	0.0507548670500126	0.473173146165338	0.471264367816092	0.0509978997452865	0.748653288448182	0.754266211604096	0.0635119227888619
GCF_000014965.1_ASM1496v1	4163	4149462	996.748018256065	855	699.562604245543	0.597018744215451	0.600611620795107	0.0393015145310588	0.611473345502689	0.615	0.053919433936631	0.436872138738673	0.433275563258232	0.060702863282518	0.742710445482832	0.753623188405797	0.0677000866813473
GCF_000015025.1_ASM1502v1	2171	2190702	1009.07508060801	909	623.65483288555	0.667402121277697	0.668416447944007	0.0339350013249233	0.706858565858575	0.712871287128713	0.0584077398592529	0.504879317985588	0.503424657534247	0.0566043300448181	0.790468452443847	0.796143250688705	0.0534009783670411
GCF_000015045.1_ASM1504v1	3833	3749192	978.135142186277	828	699.114124428968	0.584201613267299	0.60093896713615	0.064429557992808	0.599808400938881	0.606060606060606	0.0624661581671606	0.423245219457118	0.423357664233577	0.0535170541888565	0.729551316306651	0.768421052631579	0.129387443922522
GCF_000015265.1_ASM1526v1	5027	4857357	966.253630395862	852	608.872581790147	0.715461358970634	0.719836400817996	0.0364383116386798	0.72197327970995	0.725146198830409	0.0589057012132285	0.49830811977838	0.497354497354497	0.0555409189114514	0.926103539839534	0.94921875	0.0630009846685771
GCF_000015285.1_ASM1528v1	3795	3628897	956.231093544137	810	747.047316279146	0.405162287164484	0.40754039497307	0.0397027669493721	0.49618254949484	0.500594530321046	0.0599145968093758	0.362259558589673	0.36340206185567	0.0504236764682339	0.357044188315927	0.358024691358025	0.0621855980472958
GCF_000015305.1_ASM1530v1	6142	5991774	975.541191794204	852	669.27458670669	0.679280321406291	0.68154304029304	0.0313208615138878	0.687587265150814	0.689803662313669	0.0507609003457818	0.492516485669418	0.489690721649485	0.0545594209430954	0.857737288359282	0.872	0.0591364944383317
