Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost	Best_AIC	Best_BIC
Unsuccessful	GCF_000091045.1_ASM9104v1	Hydrogen bonds	7.563582021	NA	7.511627907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000091225.1_ASM9122v1	Hydrogen bonds	7.437498433	NA	7.330953595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000142805.1_ASM14280v1	Hydrogen bonds	7.52569152	0.11285706	7.379161184	-396.3201965	-429.888853	-472.4698976	-391.1299568	-422.1034934	-462.0894182	5.17E-237	6.55E-07	1.37E-151	AIC_Exponential	BIC_Exponential
Successful	GCF_000143105.1_Sanger-454-IlluminaPA_2.0	Hydrogen bonds	7.802900864	0.216926839	7.723167471	-397.8775258	-396.7348081	-400.9772797	-392.6872861	-388.9494486	-390.5968003	1.99E-228	0.189866023	3.59E-112	AIC_Exponential	BIC_Uniform
Unsuccessful	GCF_000143185.1_v1.0	Hydrogen bonds	7.793760378	NA	7.725791064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000143365.1_ASM14336v1	Hydrogen bonds	7.787951626	NA	7.643901041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000143535.2_ASM14353v4	Hydrogen bonds	7.409142091	NA	7.303218478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000143565.1_V1.0	Hydrogen bonds	7.526513574	NA	7.492411361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000145635.1_Gae_graminis_V2	Hydrogen bonds	7.88748951	0.197299625	7.765882183	-410.4372231	-416.6163616	-430.0803033	-405.2469834	-408.831002	-419.6998239	1.60E-234	0.013608457	4.51E-123	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000146045.2_R64	Hydrogen bonds	7.235903251	NA	7.130266854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000146465.1_ASM14646v1	Hydrogen bonds	7.271399463	NA	7.158757062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000146915.1_ASM14691v2	Hydrogen bonds	7.650274417	NA	7.548689956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000146945.2_ASM14694v2	Hydrogen bonds	7.3790867	NA	7.299882576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149035.1_C_graminicola_M1_001_V1	Hydrogen bonds	7.764996504	NA	7.600546352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149205.2_ASM14920v2	Hydrogen bonds	7.623534247	NA	7.539041751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149245.1_CNA3	Hydrogen bonds	7.549160954	NA	7.501257445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149335.2_ASM14933v2	Hydrogen bonds	7.561719209	NA	7.489837182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149385.1_ASM14938v1	Hydrogen bonds	7.566221613	NA	7.520685397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149425.1_ASM14942v1	Hydrogen bonds	7.344847675	NA	7.296652361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149555.1_ASM14955v1	Hydrogen bonds	7.566653726	NA	7.457244716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149585.1_ASM14958v1	Hydrogen bonds	7.550408719	NA	7.517000355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149615.1_ASM14961v1	Hydrogen bonds	7.709784932	NA	7.579575211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149645.1_ASM14964v1	Hydrogen bonds	7.628802568	NA	7.489408038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149685.1_ASM14968v1	Hydrogen bonds	7.231634867	NA	7.144607843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000149845.2_SJ5	Hydrogen bonds	7.369232345	0.16124549	7.277851708	-432.5867895	-440.6164335	-450.5702152	-427.3965498	-432.831074	-440.1897358	9.10E-235	0.017909049	4.53E-133	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000149925.1_ASM14992v1	Hydrogen bonds	7.509412365	NA	7.43173207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149955.1_ASM14995v2	Hydrogen bonds	7.557208459	NA	7.458428922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000149985.1_ASM14998v1	Hydrogen bonds	7.630224894	NA	7.515670522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000150035.1_ASM15003v1	Hydrogen bonds	7.054184155	NA	7.011398764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000150505.1_SO6	Hydrogen bonds	7.237773134	0.0883483	7.181204521	-458.0794487	-469.5492987	-475.8676495	-452.889209	-461.7639392	-465.4871701	1.16E-232	0.022368969	1.66E-158	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000150675.1_ASM15067v2	Hydrogen bonds	7.788009578	NA	7.653360728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000150705.2_Paracocci_br_Pb01_V2	Hydrogen bonds	7.534466424	NA	7.486489867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000150735.1_Paracocci_br_Pb18_V2	Hydrogen bonds	7.54349099	NA	7.489860003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000150825.1_ASM15082v1	Hydrogen bonds	7.776449571	NA	7.651824743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000150975.2_MS_CBS118893	Hydrogen bonds	7.582033572	NA	7.49853338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151125.1_ASM15112v2	Hydrogen bonds	7.574639288	NA	7.502224549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151145.1_ASM15114v1	Hydrogen bonds	7.557684	NA	7.48393435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151335.2_JCVI-cpa1-1.0	Hydrogen bonds	7.575289727	NA	7.495992125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151355.1_v2.0	Hydrogen bonds	7.655771534	NA	7.539175856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151425.1_ASM15142v1	Hydrogen bonds	7.58449158	NA	7.505347594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151505.1_ASM15150v1	Hydrogen bonds	7.573163606	NA	7.495036573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000151645.1_ASM15164v1	Hydrogen bonds	7.571897143	NA	7.492166315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000167675.1_v2.0	Hydrogen bonds	7.786170366	NA	7.64965091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000170995.1_TRIVI_v2.0	Hydrogen bonds	7.627058472	NA	7.514820724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000171015.1_TRIAT_v2.0	Hydrogen bonds	7.650820866	NA	7.525031859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000181695.1_ASM18169v1	Hydrogen bonds	7.578211966	NA	7.528435441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000182565.1_S_punctatus_V1	Hydrogen bonds	7.512706113	NA	7.473496707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000182805.2_ASM18280v2	Hydrogen bonds	7.707761697	NA	7.546976744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000182895.1_CC3	Hydrogen bonds	7.618357953	NA	7.538132234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000182925.2_NC12	Hydrogen bonds	7.699839391	NA	7.552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000182965.3_ASM18296v3	Hydrogen bonds	7.082447452	-0.017892077	7.076550066	-444.5062304	-452.3119197	-451.8965946	-439.3159907	-444.5265601	-441.5161152	1.51E-146	0.467962803	1.35E-200	AIC_Linear	BIC_Linear
Unsuccessful	GCF_000184455.2_ASM18445v3	Hydrogen bonds	7.572810564	NA	7.481779029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000185945.1_ASM18594v1	Hydrogen bonds	7.547110029	NA	7.507214206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000187245.1_Hansenula_2	Hydrogen bonds	7.48780932	NA	7.353189044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000187405.1_MetAcr_May2010	Hydrogen bonds	7.655734311	NA	7.574120083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000187425.2_MAA_2.0	Hydrogen bonds	7.663408691	NA	7.568658419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000192795.1_Vavr_culi_floridensis_V1	Hydrogen bonds	7.292338591	0.062890215	7.143022558	-362.1326402	-429.5449899	-478.6562938	-356.9424005	-421.7596303	-468.2758144	9.70E-226	8.78E-10	1.83E-168	AIC_Exponential	BIC_Exponential
Successful	GCF_000203795.1_v1.0	Hydrogen bonds	7.307160132	-0.02294223	7.303462297	-484.7794697	-501.5487963	-502.9734017	-479.58923	-493.7634367	-492.5929223	3.38E-177	0.20163866	2.38E-215	AIC_Exponential	BIC_Linear
Successful	GCF_000204055.1_v1.0	Hydrogen bonds	7.325763198	-0.023230202	7.324364917	-575.3058576	-579.3041315	-579.2051243	-570.1156179	-571.5187719	-568.8246449	2.42E-194	0.457244383	1.06E-231	AIC_Linear	BIC_Linear
Unsuccessful	GCF_000209165.1_ASM20916v1	Hydrogen bonds	7.326041264	NA	7.283374428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000213175.1_v2.0	Hydrogen bonds	7.699855378	NA	7.554878712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000218685.1_v1.0	Hydrogen bonds	7.473644316	NA	7.426163183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000219625.1_MYCGR_v2.0	Hydrogen bonds	7.676727824	NA	7.597145888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000221225.1_CTHT_3.0	Hydrogen bonds	7.73109271	NA	7.599489796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000223465.1_Candida_tenuis_v1.0	Hydrogen bonds	7.381226834	-0.017811151	7.372593988	-316.9129614	-320.7033032	-319.3294651	-311.7227217	-312.9179437	-308.9489857	5.48E-120	0.59194334	2.47E-174	AIC_Linear	BIC_Linear
Unsuccessful	GCF_000223485.1_Spathaspora_passalidarum_v2.0	Hydrogen bonds	7.209256579	NA	7.107381306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000225545.1_AOL24927_1.0	Hydrogen bonds	7.484274449	NA	7.43230659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000225605.1_CmilitarisCM01_v01	Hydrogen bonds	7.846274444	0.004975918	7.78307861	-391.3434254	-393.9321541	-391.9364246	-386.1531857	-386.1467945	-381.5559452	4.40E-38	0.892912819	7.22E-180	AIC_Linear	BIC_Uniform
Unsuccessful	GCF_000226095.1_ASM22609v1	Hydrogen bonds	7.84412604	NA	7.681073379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000226115.1_ASM22611v1	Hydrogen bonds	7.899618829	NA	7.761647759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000226395.1_PenChr_Nov2007	Hydrogen bonds	7.589294796	NA	7.469532319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000226545.1_ASM22654v1	Hydrogen bonds	7.695921201	NA	7.556338028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000227115.2_ASM22711v2	Hydrogen bonds	7.078090519	NA	7.032552083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000230375.1_ASM23037v1	Hydrogen bonds	7.646338521	NA	7.574324983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000230625.1_Exop_derm_V1	Hydrogen bonds	7.633334844	NA	7.559749096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000231115.1_Vitt_corn_V1	Hydrogen bonds	7.16282941	NA	7.111059044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000235365.1_ASM23536v1	Hydrogen bonds	7.287354488	0.174002522	7.183361281	-432.9356712	-435.1412859	-455.257088	-427.7454315	-427.3559263	-444.8766086	8.59E-236	0.008931344	1.77E-130	AIC_Exponential	BIC_Exponential
Successful	GCF_000236905.1_ASM23690v1	Hydrogen bonds	7.12445649	-0.010430139	7.104077899	-436.7776971	-452.076183	-450.6923423	-431.5874574	-444.2908235	-440.3118629	1.32E-103	0.571805856	1.75E-196	AIC_Linear	BIC_Linear
Successful	GCF_000237345.1_ASM23734v1	Hydrogen bonds	7.254690747	-0.016836502	7.233640388	-366.0150601	-423.1709655	-426.2767945	-360.8248204	-415.3856059	-415.8963151	4.62E-137	0.061500948	1.88E-195	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000240135.3_ASM24013v3	Hydrogen bonds	7.558593573	NA	7.437250077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000243375.1_ASM24337v1	Hydrogen bonds	7.300170779	NA	7.241925401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000250985.1_Nema_parisii_ERTm1_V3	Hydrogen bonds	7.113205557	0.048804892	7.065370152	-464.7978042	-480.5437566	-487.5141229	-459.6075645	-472.7583971	-477.1336435	1.35E-217	0.025883084	3.31E-175	AIC_Exponential	BIC_Exponential
Successful	GCF_000263375.1_Wallemia_sebi_v1.0	Hydrogen bonds	7.277116492	0.068808001	7.186224686	-428.8565106	-461.5721832	-488.6939371	-423.6662709	-453.7868237	-478.3134577	2.70E-230	4.35E-05	2.50E-168	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000264905.1_Stehi1	Hydrogen bonds	7.616726532	NA	7.553449583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000264995.1_Punctularia_strigosozonata_v1.0	Hydrogen bonds	7.727129484	NA	7.667809806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000271585.1_Trametes_versicolor_v1.0	Hydrogen bonds	7.787519	NA	7.698731501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000271605.1_Fomme1	Hydrogen bonds	7.513416469	NA	7.480057665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000271625.1_Conpu1	Hydrogen bonds	7.689863143	-0.007747515	7.682507796	-536.658409	-537.0361725	-535.0971785	-531.4681693	-529.2508129	-524.7166991	1.42E-100	0.880233811	3.91E-216	AIC_Linear	BIC_Uniform
Unsuccessful	GCF_000271645.1_Treme1	Hydrogen bonds	7.44851812	NA	7.409318011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000275845.1_Dichomitus_squalens_v1.0	Hydrogen bonds	7.730914536	NA	7.65783154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000277815.2_ASM27781v3	Hydrogen bonds	7.337709621	0.152863693	7.162199277	-368.7959374	-371.0762537	-418.4478307	-363.6056977	-363.2908941	-408.0673513	2.00E-227	8.89E-05	3.19E-128	AIC_Exponential	BIC_Exponential
Successful	GCF_000280035.1_ASM28003v2	Hydrogen bonds	7.248599292	0.162220387	7.137536135	-417.6441756	-415.6842555	-442.3359832	-412.4539359	-407.898896	-431.9555038	2.20E-232	0.006161177	2.09E-130	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000280675.1_ASM28067v1	Hydrogen bonds	7.731341556	NA	7.587071109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000281105.1_Coni_apol_CBS100218_V1	Hydrogen bonds	7.722908841	NA	7.613679193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000293215.1_Trichosporon_asahii_1	Hydrogen bonds	7.85635081	NA	7.804334365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000298775.1_ASM29877v1	Hydrogen bonds	7.646952934	NA	7.538422288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000300555.1_Agabi_varbur_1	Hydrogen bonds	7.506793423	NA	7.463236022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000300575.1_Agabi_varbisH97_2	Hydrogen bonds	7.505804552	NA	7.45693157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0	Hydrogen bonds	7.68034061	NA	7.634623251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000303195.2_FP7	Hydrogen bonds	7.569941326	NA	7.431561997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000304475.1_Ka_CBS2517	Hydrogen bonds	7.1397174	NA	7.091780034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000313485.1_ASM31348v1	Hydrogen bonds	6.962632631	NA	6.889971085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000313525.1_ASM31352v1	Hydrogen bonds	7.624152063	NA	7.591084392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000315645.1_PdigPd1_v1	Hydrogen bonds	7.593234548	NA	7.509303758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000315875.1_ASM31587v1	Hydrogen bonds	7.253644083	-0.006942078	7.200905789	-433.3280434	-468.311408	-466.842009	-428.1378037	-460.5260484	-456.4615296	1.94E-74	0.560950487	1.52E-198	AIC_Linear	BIC_Linear
Unsuccessful	GCF_000315915.1_ASM31591v1	Hydrogen bonds	7.042544304	NA	6.973318087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000320565.1_Septoria_musiva_SO2202_v1.0	Hydrogen bonds	7.662113699	NA	7.614429954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000320585.1_Heterobasidion_irregulare_v2.0	Hydrogen bonds	7.670686094	NA	7.615297598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000320785.1_RHOziaDV1.0	Hydrogen bonds	7.898389906	NA	7.855867187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000328475.2_Umaydis521_2.0	Hydrogen bonds	7.676771035	NA	7.584682912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000338955.1_Bauco1	Hydrogen bonds	7.682223054	NA	7.595644748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000338995.1_Cocsa1	Hydrogen bonds	7.619873398	NA	7.52859943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000340215.1_Mycfi2	Hydrogen bonds	7.616539449	NA	7.582367924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000344685.1_Glotr1_1	Hydrogen bonds	7.691589921	NA	7.630788944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_000348985.1_ASM34898v1	Hydrogen bonds	7.509901589	0.176540571	7.331430507	-374.2428369	-372.2778481	-416.8629126	-369.0525972	-364.4924886	-406.4824332	4.81E-229	0.000300305	4.65E-123	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_000349005.2_Pneumo_murina_B123_V4	Hydrogen bonds	6.945883392	NA	6.862917399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000349305.1_ASM34930v2	Hydrogen bonds	7.79822881	NA	7.728838295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000354255.1_CocheC4_1	Hydrogen bonds	7.626342127	NA	7.531079324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0	Hydrogen bonds	7.710938805	NA	7.613810044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000365145.1_Phia_euro_CBS_101466_V1	Hydrogen bonds	7.673170769	NA	7.596657382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000365165.1_Clad_carr_CBS_160_54_V1	Hydrogen bonds	7.684076479	NA	7.600457529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000392275.1_UCRPA7V03	Hydrogen bonds	7.679645834	NA	7.551644547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_000400465.1_Wallemia_ichthyophaga_version_1.0	Hydrogen bonds	7.43485819	NA	7.258140531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
